Cobertura Nuvens (%),Data,Ponto Orvalho (°C),Irradiacao Solar Difusa Media (W/m²),Irradiacao Solar Direta Media (W/m²),Irradiacao Solar Horizontal Media (W/m²),Irradiacao Solar Difusa Max (W/m²),Irradiacao Solar Direta Max (W/m²),Irradiacao Solar Horizontal Max (W/m²),Temp Max (°C),Horario Temp Max,Indice UV Max,Direcao Max Vento (graus),Velocidade Max Vento (m/s),max_wind_spd_ts,Temp Min (°C),Horario Temp Min,Precipitacao (mm),Precipitacao Estimada (mm),Pressao Media (mb),Status Revisao,Umidade Relativa (%),Pressao ao Nivel do Mar (mb),Neve Acumulada (mm),Profundidade Neve (mm),Radiacao Solar Media (W/m²),Irradiacao Solar Difusa Total (W/m²),Irradiacao Solar Direta Total (W/m²),Irradiacao Solar Horizontal Total (W/m²),Radiacao Solar Total (W/m²),Temp Media (°C),Timestamp,Direcao Vento (graus),Rajada Vento (m/s),Velocidade Vento (m/s)
59,2023-05-02,13.1,40,325,215,113,880,773,22.2,1683018000,3.7,177,2.0,1683032400,14.1,1682978400,0.0,0.0,883,final,77,1018,0,,183,954,7791,5157,4392,17.4,1682974800,177,5.6,1.2
40,2023-05-03,13.6,40,323,213,113,878,769,23.0,1683111600,5.2,82,2.4,1683115200,13.7,1683075600,0.0,0.0,886,final,77,1021,0,,207,950,7760,5119,4969,17.9,1683061200,82,6.8,1.5
44,2023-05-04,14.0,39,322,212,112,877,764,22.2,1683198000,4.7,58,3.2,1683198000,14.1,1683165600,0.0,0.0,886,final,81,1021,0,,194,946,7730,5081,4665,17.7,1683147600,58,8.8,2.1
40,2023-05-05,15.2,39,321,210,112,875,760,24.1,1683284400,5.4,120,2.4,1683291600,15.6,1683237600,2.8,2.8,885,final,80,1019,0,,204,942,7700,5044,4892,19.1,1683234000,120,7.2,1.8
75,2023-05-06,16.4,39,320,209,112,873,756,22.6,1683363600,4.4,112,2.0,1683374400,15.9,1683324000,37.8,37.8,885,final,88,1020,0,,156,938,7670,5007,3740,18.6,1683320400,112,6.0,1.3
58,2023-05-07,16.3,39,318,207,112,872,751,23.0,1683457200,4.5,52,4.0,1683457200,16.3,1683424800,2.5,2.5,885,final,87,1020,0,,188,934,7641,4971,4517,18.7,1683406800,52,10.4,2.4
41,2023-05-08,15.9,39,317,206,111,870,747,23.7,1683543600,4.7,63,4.0,1683543600,15.2,1683507600,0.0,0.0,886,final,83,1020,0,,199,930,7611,4935,4768,19.1,1683493200,63,10.0,2.2
58,2023-05-09,16.4,39,316,204,111,869,743,23.7,1683633600,4.4,65,4.0,1683630000,16.7,1683597600,0.0,0.0,886,final,83,1020,0,,190,927,7582,4900,4551,19.6,1683579600,65,10.0,2.5
69,2023-05-10,16.9,38,315,203,111,867,739,23.7,1683716400,4.1,60,3.6,1683716400,17.0,1683684000,1.0,1.0,886,final,84,1020,0,,185,923,7554,4865,4443,19.8,1683666000,60,10.0,2.5
96,2023-05-11,16.7,38,314,201,110,866,735,24.4,1683795600,2.1,48,4.4,1683802800,17.0,1683770400,0.0,0.0,886,final,83,1020,0,,65,919,7525,4831,1564,19.9,1683752400,48,12.0,2.7
66,2023-05-12,17.0,38,312,200,110,864,731,25.2,1683882000,4.7,129,3.6,1683892800,17.0,1683856800,7.0,7.0,886,final,83,1020,0,,184,915,7497,4798,4410,20.1,1683838800,129,9.6,2.1
34,2023-05-13,16.4,38,311,199,110,863,727,23.7,1683968400,5.5,140,1.6,1683982800,15.9,1683928800,0.8,0.8,885,final,85,1020,0,,193,912,7469,4765,4637,19.3,1683925200,140,5.6,1.0
59,2023-05-14,16.0,38,310,197,110,862,724,24.1,1684062000,5.1,92,1.6,1684062000,14.8,1684015200,0.0,0.0,885,final,84,1019,0,,187,908,7442,4733,4479,19.0,1684011600,92,6.4,1.3
59,2023-05-15,17.2,38,309,196,109,860,720,25.6,1684148400,3.9,171,2.8,1684148400,16.7,1684101600,2.5,2.5,884,final,84,1017,0,,158,905,7415,4702,3792,20.1,1684098000,171,8.8,1.9
46,2023-05-16,14.4,38,308,195,109,859,716,24.1,1684234800,5.6,259,4.4,1684234800,14.4,1684202400,3.0,3.0,882,final,77,1016,0,,180,901,7389,4671,4323,19.0,1684184400,259,11.6,2.3
42,2023-05-17,13.7,37,307,193,109,857,713,22.6,1684321200,5.5,203,1.6,1684317600,14.4,1684288800,0.0,0.0,883,final,79,1018,0,,190,898,7363,4641,4557,17.8,1684270800,203,6.4,1.2
36,2023-05-18,13.7,37,306,192,109,856,709,24.1,1684407600,5.4,157,2.0,1684418400,14.1,1684360800,0.5,0.5,884,final,77,1019,0,,189,894,7337,4612,4529,18.2,1684357200,157,7.2,1.4
11,2023-05-19,12.4,37,305,191,108,855,706,24.8,1684497600,5.8,199,2.0,1684497600,13.7,1684447200,0.0,0.0,883,final,70,1017,0,,191,891,7312,4583,4581,18.6,1684443600,199,6.8,1.3
5,2023-05-20,11.1,37,304,190,108,854,703,25.9,1684580400,5.8,234,3.6,1684580400,13.7,1684548000,0.0,0.0,882,final,61,1016,0,,190,888,7288,4556,4556,19.3,1684530000,234,10.0,2.0
18,2023-05-21,13.2,37,303,189,108,852,699,23.3,1684666800,5.6,259,4.8,1684666800,14.4,1684634400,0.0,0.0,882,final,74,1016,0,,188,885,7264,4528,4520,18.4,1684616400,259,14.0,2.3
4,2023-05-22,9.8,37,302,188,108,851,696,23.0,1684746000,5.8,245,4.0,1684749600,11.9,1684720800,0.0,0.0,882,final,65,1016,0,,188,882,7241,4502,4502,17.1,1684702800,245,11.2,2.0
35,2023-05-23,11.2,37,301,187,108,850,693,19.3,1684839600,3.4,235,3.2,1684836000,12.2,1684807200,0.0,0.0,883,final,78,1018,0,,148,879,7218,4477,3546,15.1,1684789200,235,9.2,1.8
56,2023-05-24,10.9,37,300,185,107,849,690,20.4,1684926000,2.8,136,1.6,1684933200,10.7,1684958400,0.0,0.0,883,final,79,1019,0,,139,876,7196,4452,3327,14.7,1684875600,136,5.2,1.1
69,2023-05-25,12.2,36,299,184,107,848,687,18.9,1685012400,2.8,96,2.4,1685016000,12.6,1685044800,0.5,0.5,885,final,83,1021,0,,115,873,7175,4428,2753,15.3,1684962000,96,7.2,1.8
56,2023-05-26,13.1,36,298,184,107,846,685,20.7,1685098800,3.0,57,4.4,1685102400,11.9,1685070000,0.0,0.0,886,final,85,1022,0,,147,871,7154,4405,3536,15.9,1685048400,57,11.2,2.7
71,2023-05-27,14.2,36,297,183,107,845,682,22.2,1685178000,3.7,73,3.2,1685185200,13.0,1685152800,0.0,0.0,888,final,84,1024,0,,169,868,7134,4382,4052,17.1,1685134800,73,9.2,2.1
89,2023-05-28,15.2,36,296,182,107,844,679,21.9,1685268000,1.8,49,4.0,1685275200,15.2,1685224800,0.0,0.0,888,final,84,1023,0,,51,865,7114,4360,1222,18.1,1685221200,49,9.6,2.2
38,2023-05-29,13.3,36,296,181,106,843,677,23.3,1685358000,5.5,109,2.0,1685368800,14.1,1685336400,0.0,0.0,887,final,78,1022,0,,177,863,7096,4340,4246,17.7,1685307600,109,6.0,1.5
49,2023-05-30,13.7,36,295,180,106,842,675,22.6,1685448000,5.1,76,2.0,1685448000,14.1,1685412000,0.0,0.0,887,final,81,1023,0,,175,861,7078,4320,4204,17.4,1685394000,76,6.4,1.7
44,2023-05-31,12.8,36,294,179,106,841,672,22.2,1685530800,5.3,72,2.4,1685534400,13.7,1685502000,0.0,0.0,887,final,78,1022,0,,179,858,7060,4300,4288,17.3,1685480400,72,6.8,1.8
59,2023-06-01,13.9,36,293,178,106,841,670,21.5,1685610000,4.5,69,2.8,1685617200,13.3,1685584800,0.0,0.0,886,final,84,1022,0,,168,856,7044,4282,4035,17.0,1685566800,69,8.4,2.1
64,2023-06-02,13.7,36,293,178,106,840,668,22.2,1685656800,4.5,45,5.2,1685656800,13.3,1685667600,0.0,0.0,887,final,81,1022,0,,172,854,7028,4265,4124,17.3,1685653200,45,13.2,3.4
40,2023-06-03,14.0,36,292,177,106,839,666,23.3,1685790000,4.5,62,4.4,1685790000,13.7,1685757600,0.0,0.0,888,final,80,1023,0,,174,852,7013,4248,4175,17.8,1685739600,62,11.6,2.7
44,2023-06-04,14.4,35,292,176,106,838,664,24.1,1685880000,4.2,73,4.0,1685858400,14.4,1685908800,0.0,0.0,888,final,80,1023,0,,174,850,6999,4232,4174,18.3,1685826000,73,10.4,2.4
26,2023-06-05,14.0,35,291,176,105,837,662,24.4,1685962800,5.0,77,3.6,1685966400,14.8,1685934000,0.0,0.0,887,final,78,1022,0,,176,848,6985,4217,4217,18.4,1685912400,77,9.6,2.3
34,2023-06-06,13.3,35,291,175,105,837,661,23.7,1686052800,4.8,123,1.6,1686052800,13.3,1686016800,0.0,0.0,887,final,78,1023,0,,172,847,6973,4203,4116,17.8,1685998800,123,5.2,1.5
56,2023-06-07,14.4,35,290,175,105,836,659,22.6,1686135600,3.4,81,3.2,1686135600,13.0,1686099600,0.0,0.0,887,final,83,1023,0,,160,845,6961,4190,3847,17.6,1686085200,81,8.0,1.9
48,2023-06-08,15.3,35,290,174,105,835,658,24.1,1686214800,4.0,90,3.2,1686225600,15.2,1686193200,0.0,0.0,886,final,82,1021,0,,168,844,6950,4178,4035,18.7,1686171600,90,9.2,2.2
25,2023-06-09,14.3,35,289,174,105,835,656,25.6,1686308400,5.3,142,2.0,1686319200,14.8,1686261600,0.0,0.0,885,final,76,1019,0,,173,843,6939,4166,4162,19.4,1686258000,142,5.6,1.7
15,2023-06-10,11.5,35,289,173,105,834,655,25.2,1686398400,4.9,182,2.0,1686402000,13.0,1686366000,0.0,0.0,884,final,66,1019,0,,173,841,6930,4156,4155,19.0,1686344400,182,6.8,1.3
18,2023-06-11,10.9,35,288,173,105,834,654,23.7,1686481200,5.2,157,1.6,1686481200,12.6,1686452400,0.0,0.0,884,final,68,1019,0,,173,840,6921,4146,4146,17.5,1686430800,157,5.2,1.0
39,2023-06-12,12.8,35,288,172,105,833,653,23.7,1686567600,5.0,126,1.6,1686578400,13.3,1686538800,0.0,0.0,883,final,77,1017,0,,169,839,6913,4137,4062,17.5,1686517200,126,6.0,1.4
27,2023-06-13,8.3,35,288,172,105,833,652,24.8,1686654000,5.3,226,3.6,1686654000,12.6,1686686400,0.0,0.0,881,final,60,1015,0,,172,838,6906,4129,4124,17.7,1686603600,226,10.8,2.2
0,2023-06-14,7.4,35,288,172,105,832,651,24.1,1686740400,5.2,161,2.0,1686733200,10.0,1686708000,0.0,0.0,883,final,56,1018,0,,172,838,6900,4122,4122,16.8,1686690000,161,5.2,1.3
0,2023-06-15,8.4,35,287,172,104,832,650,25.9,1686823200,5.2,198,2.4,1686830400,10.7,1686798000,0.0,0.0,883,final,57,1018,0,,172,837,6895,4116,4116,17.9,1686776400,198,7.2,1.7
0,2023-06-16,4.7,35,287,171,104,832,650,25.6,1686906000,5.2,234,3.2,1686916800,9.6,1686880800,0.0,0.0,883,final,45,1018,0,,171,836,6891,4111,4111,17.6,1686862800,234,9.2,2.0
44,2023-06-17,12.0,35,287,171,104,831,649,21.5,1686999600,4.0,182,2.0,1687010400,12.2,1686967200,0.0,0.0,886,final,76,1022,0,,168,836,6887,4107,4038,16.5,1686949200,182,6.0,1.4
59,2023-06-18,13.3,35,287,171,104,831,649,20.4,1687078800,3.6,67,3.2,1687086000,13.0,1687039200,0.0,0.0,887,final,83,1023,0,,150,835,6884,4104,3594,16.4,1687035600,67,8.4,2.2
20,2023-06-19,10.6,35,287,171,104,831,648,21.1,1687186800,5.1,67,2.8,1687172400,11.1,1687140000,0.0,0.0,885,final,77,1021,0,,171,835,6882,4101,4098,15.1,1687122000,67,7.6,2.3
8,2023-06-20,9.4,35,287,171,104,831,648,23.3,1687251600,5.2,131,2.4,1687269600,10.0,1687230000,0.0,0.0,884,final,69,1020,0,,171,835,6882,4100,4099,15.9,1687208400,131,6.4,1.6
10,2023-06-21,10.5,35,287,171,104,831,648,22.6,1687338000,5.1,111,2.0,1687352400,10.0,1687298400,0.0,0.0,884,final,75,1021,0,,171,835,6881,4099,4097,15.4,1687294800,111,6.0,1.4
19,2023-06-22,9.5,35,287,171,104,831,648,22.6,1687431600,5.2,184,2.4,1687431600,9.3,1687399200,0.0,0.0,884,final,72,1020,0,,169,835,6882,4099,4058,15.5,1687381200,184,6.8,1.7
75,2023-06-23,12.1,35,287,171,104,831,648,18.5,1687518000,2.3,228,3.2,1687518000,11.9,1687471200,0.5,0.5,885,final,85,1022,0,,118,835,6884,4101,2839,14.7,1687467600,228,8.4,2.0
55,2023-06-24,8.9,35,287,171,104,831,649,18.1,1687608000,2.8,187,2.4,1687600800,10.4,1687636800,0.0,0.0,885,final,77,1022,0,,137,836,6886,4103,3292,13.2,1687554000,187,7.2,1.7
16,2023-06-25,6.8,35,287,171,104,831,649,18.9,1687690800,4.9,133,1.6,1687701600,6.7,1687640400,0.0,0.0,884,final,72,1022,0,,171,836,6890,4106,4097,12.2,1687640400,133,5.2,1.1
10,2023-06-26,6.3,35,287,171,104,831,649,20.4,1687777200,5.2,167,2.0,1687784400,5.9,1687744800,0.0,0.0,884,final,67,1021,0,,170,837,6894,4110,4088,13.0,1687726800,167,5.6,1.1
8,2023-06-27,8.3,35,287,171,104,831,650,21.1,1687856400,4.8,172,2.0,1687860000,8.1,1687834800,0.0,0.0,885,final,69,1021,0,,171,837,6899,4115,4113,14.3,1687813200,172,6.0,1.2
13,2023-06-28,8.4,35,288,172,104,831,651,20.7,1687950000,4.9,132,2.0,1687953600,8.1,1687903200,0.0,0.0,886,final,74,1023,0,,172,838,6905,4120,4120,13.9,1687899600,132,5.6,1.1
76,2023-06-29,12.0,35,288,172,104,831,652,19.3,1688040000,2.3,97,3.2,1688040000,10.7,1687989600,6.0,6.0,888,final,87,1025,0,,107,839,6912,4127,2570,14.2,1687986000,97,8.4,1.9
64,2023-06-30,12.4,35,288,172,105,832,652,21.5,1688126400,3.1,68,3.6,1688122800,12.6,1688101200,1.0,1.0,887,final,83,1024,0,,139,840,6920,4135,3339,15.6,1688072400,68,8.8,2.1
42,2023-07-01,10.1,35,289,173,105,832,654,20.7,1688209200,5.2,179,2.0,1688209200,10.0,1688180400,0.0,0.0,889,final,75,1025,0,,170,841,6928,4143,4085,15.0,1688158800,179,6.8,1.4
53,2023-07-02,11.8,35,289,173,105,832,655,20.0,1688288400,3.9,106,2.0,1688292000,12.6,1688266800,0.0,0.0,891,final,81,1028,0,,168,842,6937,4152,4024,15.4,1688245200,106,6.0,1.3
47,2023-07-03,11.3,35,289,173,105,833,656,19.6,1688382000,3.9,76,3.6,1688382000,11.9,1688346000,0.0,0.0,892,final,81,1030,0,,165,843,6947,4163,3952,14.9,1688331600,76,9.2,2.3
41,2023-07-04,11.8,35,290,174,105,833,657,19.6,1688468400,4.2,61,4.4,1688468400,11.9,1688421600,0.0,0.0,890,final,82,1027,0,,170,845,6958,4174,4077,15.2,1688418000,61,12.0,3.0
29,2023-07-05,9.1,35,290,174,105,834,659,23.0,1688554800,5.3,198,2.4,1688558400,9.6,1688526000,0.0,0.0,886,final,68,1022,0,,172,846,6970,4186,4119,15.8,1688504400,198,8.0,1.9
26,2023-07-06,9.8,35,291,175,105,834,660,20.4,1688634000,5.2,213,2.0,1688648400,10.0,1688612400,0.0,0.0,888,final,73,1025,0,,175,848,6982,4198,4195,14.9,1688590800,213,6.8,1.7
80,2023-07-07,12.2,35,291,176,105,835,662,18.9,1688720400,2.4,106,3.2,1688724000,11.5,1688695200,0.0,0.0,891,final,84,1028,0,,115,849,6995,4212,2768,15.1,1688677200,106,8.4,2.1
52,2023-07-08,13.7,35,292,176,105,835,664,20.7,1688806800,4.2,50,4.0,1688814000,13.7,1688767200,0.0,0.0,889,final,83,1025,0,,169,851,7009,4227,4048,16.8,1688763600,50,11.2,2.7
25,2023-07-09,13.2,36,293,177,105,836,665,23.7,1688900400,5.3,125,2.4,1688904000,14.1,1688853600,0.0,0.0,886,final,77,1022,0,,177,853,7024,4242,4239,17.7,1688850000,125,7.2,2.0
27,2023-07-10,12.4,36,293,177,105,837,667,24.1,1688986800,5.4,162,1.6,1688994000,12.2,1688958000,0.0,0.0,885,final,75,1020,0,,177,855,7039,4258,4256,17.6,1688936400,162,5.6,1.3
32,2023-07-11,12.2,36,294,178,106,837,669,23.7,1689069600,5.3,204,2.8,1689076800,12.2,1689040800,0.0,0.0,884,final,74,1019,0,,177,857,7055,4275,4253,17.7,1689022800,204,8.8,1.8
78,2023-07-12,11.6,36,295,179,106,838,671,15.6,1689159600,2.0,193,3.6,1689156000,10.4,1689192000,0.0,0.0,887,final,86,1024,0,,73,859,7072,4293,1740,14.0,1689109200,193,9.2,2.4
24,2023-07-13,8.7,36,295,180,106,839,674,18.9,1689249600,5.0,105,2.4,1689242400,8.5,1689217200,0.0,0.0,887,final,78,1025,0,,179,861,7089,4312,4298,12.8,1689195600,105,7.2,1.6
49,2023-07-14,9.8,36,296,180,106,840,676,18.9,1689336000,3.0,110,2.8,1689332400,9.3,1689282000,0.0,0.0,889,final,79,1027,0,,151,863,7107,4332,3626,13.6,1689282000,110,7.6,1.9
50,2023-07-15,10.1,36,297,181,106,841,678,18.5,1689422400,3.2,67,4.8,1689418800,10.4,1689451200,0.0,0.0,889,final,81,1027,0,,143,866,7125,4352,3426,13.5,1689368400,67,12.0,2.9
33,2023-07-16,10.5,36,298,182,106,841,681,20.4,1689508800,4.5,57,4.4,1689508800,11.1,1689469200,0.0,0.0,888,final,79,1025,0,,179,868,7144,4373,4297,14.7,1689454800,57,11.2,2.8
34,2023-07-17,10.9,36,298,183,107,842,684,22.6,1689595200,5.4,136,2.0,1689591600,10.4,1689555600,0.0,0.0,889,final,76,1025,0,,180,871,7164,4395,4318,15.7,1689541200,136,5.6,1.4
60,2023-07-18,13.3,36,299,184,107,843,686,20.7,1689645600,3.5,80,3.2,1689674400,12.6,1689642000,0.0,0.0,889,final,84,1026,0,,162,873,7184,4418,3896,16.4,1689627600,80,8.4,2.0
34,2023-07-19,12.9,37,300,185,107,844,689,23.0,1689764400,5.7,77,3.6,1689768000,14.8,1689728400,0.0,0.0,888,final,77,1023,0,,184,876,7205,4441,4418,17.6,1689714000,77,9.6,2.5
26,2023-07-20,12.0,37,301,186,107,845,692,23.0,1689843600,5.4,182,2.4,1689854400,12.2,1689818400,0.0,0.0,888,final,74,1024,0,,185,879,7226,4465,4444,17.2,1689800400,182,7.2,1.6
79,2023-07-21,12.6,37,302,187,107,846,695,18.9,1689937200,2.8,168,3.2,1689937200,13.0,1689904800,0.0,0.0,891,final,84,1028,0,,128,882,7248,4490,3083,15.3,1689886800,168,8.8,2.2
80,2023-07-22,13.3,37,303,188,107,847,698,20.0,1690023600,3.3,60,4.8,1690027200,12.6,1689973200,0.0,0.0,890,final,86,1027,0,,136,884,7270,4516,3253,15.8,1689973200,60,12.0,3.2
52,2023-07-23,13.6,37,304,189,108,848,701,22.6,1690110000,4.8,62,3.2,1690110000,13.7,1690077600,0.0,0.0,888,final,81,1024,0,,182,887,7293,4542,4356,17.2,1690059600,62,8.4,2.3
27,2023-07-24,12.4,37,305,190,108,849,704,24.4,1690200000,5.9,161,2.0,1690200000,13.0,1690160400,0.0,0.0,886,final,75,1021,0,,190,890,7316,4569,4550,17.7,1690146000,161,6.4,1.6
34,2023-07-25,11.3,37,306,192,108,851,707,20.4,1690282800,5.7,227,3.2,1690282800,12.2,1690250400,0.0,0.0,886,final,77,1022,0,,187,893,7339,4597,4488,15.6,1690232400,227,9.2,2.1
43,2023-07-26,9.2,37,307,193,108,852,711,18.1,1690369200,4.5,138,3.2,1690369200,9.3,1690401600,0.0,0.0,889,final,76,1027,0,,169,896,7363,4626,4058,13.7,1690318800,138,9.2,2.0
70,2023-07-27,10.5,37,308,194,109,853,714,17.8,1690448400,2.9,75,4.0,1690455600,9.6,1690423200,0.0,0.0,889,final,80,1026,0,,135,900,7387,4655,3232,14.1,1690405200,75,10.0,2.5
43,2023-07-28,10.7,38,309,195,109,854,717,21.1,1690542000,5.4,59,2.4,1690549200,11.1,1690506000,0.0,0.0,888,final,77,1024,0,,193,903,7411,4685,4643,15.2,1690491600,59,6.8,1.9
39,2023-07-29,11.6,38,310,196,109,855,721,22.6,1690628400,5.5,71,2.4,1690628400,12.6,1690596000,0.0,0.0,887,final,77,1023,0,,195,906,7436,4715,4683,16.3,1690578000,71,7.6,2.2
28,2023-07-30,11.1,38,311,198,109,857,725,23.0,1690718400,6.1,68,4.4,1690718400,11.9,1690682400,0.0,0.0,886,final,74,1022,0,,198,909,7461,4746,4742,16.3,1690664400,68,11.6,2.7
24,2023-07-31,10.5,38,312,199,109,858,728,24.1,1690804800,6.2,124,2.0,1690804800,11.9,1690772400,0.0,0.0,886,final,69,1022,0,,199,913,7487,4778,4777,17.1,1690750800,124,6.0,1.6
56,2023-08-01,12.9,38,313,200,110,859,732,23.0,1690891200,6.0,170,4.0,1690887600,14.1,1690866000,0.0,0.0,889,final,79,1025,0,,195,916,7512,4810,4678,17.2,1690837200,170,9.6,2.0
86,2023-08-02,12.0,38,314,202,110,860,736,18.9,1690974000,2.2,160,3.2,1690970400,13.0,1691006400,0.0,0.0,892,final,82,1029,0,,87,920,7538,4843,2086,15.3,1690923600,160,9.2,2.3
79,2023-08-03,11.4,38,315,203,110,862,740,18.1,1691060400,2.4,113,3.6,1691056800,12.2,1691092800,0.0,0.0,893,final,80,1031,0,,107,923,7564,4877,2569,15.0,1691010000,113,10.0,2.7
39,2023-08-04,10.1,39,316,205,110,863,743,18.5,1691146800,4.3,72,5.6,1691143200,11.1,1691118000,0.0,0.0,893,final,77,1031,0,,194,927,7591,4911,4646,14.3,1691096400,72,14.4,3.9
53,2023-08-05,10.8,39,317,206,111,864,747,19.3,1691233200,3.9,66,4.8,1691233200,11.5,1691200800,0.0,0.0,893,final,79,1031,0,,177,930,7617,4945,4259,14.6,1691182800,66,12.0,3.4
52,2023-08-06,10.9,39,318,208,111,866,751,19.6,1691319600,4.1,66,4.8,1691319600,11.1,1691352000,0.0,0.0,892,final,79,1030,0,,189,934,7644,4980,4538,14.8,1691269200,66,12.4,3.2
72,2023-08-07,12.9,39,320,209,111,867,756,19.6,1691406000,3.9,62,4.0,1691409600,13.3,1691370000,0.0,0.0,889,final,84,1025,0,,174,937,7671,5016,4172,15.7,1691355600,62,10.8,2.6
66,2023-08-08,13.1,39,321,210,111,868,760,21.1,1691492400,4.5,67,2.8,1691492400,13.0,1691460000,0.0,0.0,886,final,82,1022,0,,190,941,7697,5052,4569,16.4,1691442000,67,8.0,1.9
67,2023-08-09,13.7,39,322,212,112,870,764,21.9,1691578800,4.8,77,2.4,1691578800,13.0,1691546400,1.5,1.5,888,final,85,1024,0,,187,945,7724,5088,4478,16.5,1691528400,77,8.0,1.9
73,2023-08-10,13.5,40,323,214,112,871,768,20.4,1691658000,3.1,184,3.6,1691672400,13.3,1691614800,0.5,0.5,887,final,86,1023,0,,158,948,7752,5125,3790,16.0,1691614800,184,8.8,1.9
82,2023-08-11,11.0,40,324,215,112,873,772,18.1,1691744400,2.5,152,2.0,1691755200,11.9,1691722800,0.0,0.0,885,final,82,1022,0,,96,952,7779,5163,2302,14.3,1691701200,152,6.4,1.4
33,2023-08-12,11.4,40,325,217,112,874,776,24.1,1691841600,6.6,141,2.4,1691841600,11.5,1691787600,0.0,0.0,884,final,74,1020,0,,215,956,7806,5201,5169,16.7,1691787600,141,8.4,1.9
55,2023-08-13,13.8,40,326,218,113,875,781,23.7,1691917200,5.0,80,2.8,1691928000,13.3,1691888400,0.0,0.0,886,final,79,1021,0,,207,960,7833,5239,4977,18.0,1691874000,80,9.2,2.0
62,2023-08-14,16.1,40,328,220,113,877,785,23.3,1692010800,4.6,56,4.0,1692014400,15.6,1691978400,20.8,20.8,887,final,85,1022,0,,183,964,7860,5277,4382,18.8,1691960400,56,10.8,2.4
57,2023-08-15,15.5,40,329,222,113,878,789,24.8,1692090000,5.1,149,2.4,1692100800,15.6,1692064800,2.0,2.0,885,final,81,1020,0,,204,967,7888,5316,4899,19.4,1692046800,149,8.0,1.8
51,2023-08-16,13.2,40,330,223,114,880,794,21.9,1692183600,6.9,229,4.0,1692183600,13.7,1692216000,0.0,0.0,886,final,79,1021,0,,217,971,7915,5356,5216,17.4,1692133200,229,11.2,2.3
45,2023-08-17,10.9,41,331,225,114,881,798,20.0,1692270000,5.8,84,3.2,1692273600,12.2,1692302400,0.0,0.0,887,final,76,1023,0,,222,975,7942,5396,5321,15.5,1692219600,84,8.4,2.2
26,2023-08-18,11.3,41,332,226,114,883,803,23.7,1692349200,6.9,82,2.8,1692360000,11.1,1692320400,0.0,0.0,885,final,73,1021,0,,226,979,7970,5436,5417,16.8,1692306000,82,8.0,2.3
38,2023-08-19,12.6,41,333,228,114,884,807,25.6,1692442800,6.6,192,3.2,1692450000,13.3,1692410400,0.0,0.0,884,final,70,1019,0,,214,983,7997,5476,5141,18.9,1692392400,192,8.8,1.8
27,2023-08-20,12.6,41,334,230,115,886,812,24.1,1692529200,6.8,163,2.4,1692529200,11.9,1692496800,0.0,0.0,883,final,75,1018,0,,230,987,8024,5516,5509,17.6,1692478800,163,7.2,1.1
63,2023-08-21,14.2,41,335,232,115,887,816,22.2,1692615600,5.9,97,2.8,1692619200,15.2,1692583200,0.0,0.0,883,final,81,1018,0,,215,990,8051,5557,5160,17.9,1692565200,97,7.2,1.7
53,2023-08-22,14.8,41,337,233,115,889,821,24.8,1692702000,6.9,44,4.0,1692702000,15.9,1692669600,0.0,0.0,885,final,78,1019,0,,227,994,8078,5598,5445,19.3,1692651600,44,10.4,2.9
40,2023-08-23,14.5,42,338,235,115,890,825,23.7,1692788400,7.0,45,4.8,1692788400,15.9,1692756000,0.0,0.0,887,final,77,1021,0,,233,998,8105,5640,5602,19.1,1692738000,45,12.8,3.5
34,2023-08-24,13.3,42,339,237,116,892,830,24.4,1692878400,7.0,76,2.4,1692874800,14.4,1692842400,0.0,0.0,886,final,73,1021,0,,232,1002,8132,5681,5563,18.9,1692824400,76,7.6,2.0
63,2023-08-25,14.5,42,340,238,116,893,835,22.6,1692954000,4.9,55,4.8,1692964800,14.1,1692928800,0.0,0.0,886,final,81,1021,0,,212,1006,8159,5723,5085,18.1,1692910800,55,11.6,3.3
32,2023-08-26,13.9,42,341,240,116,895,839,23.7,1693051200,6.7,45,5.2,1693051200,14.4,1693000800,0.0,0.0,886,final,77,1021,0,,238,1010,8185,5765,5720,18.3,1692997200,45,13.2,3.8
45,2023-08-27,13.7,42,342,242,117,896,844,25.9,1693137600,6.0,166,3.6,1693137600,15.2,1693101600,1.0,1.0,889,final,72,1023,0,,238,1014,8212,5807,5714,19.7,1693083600,166,9.6,2.2
78,2023-08-28,12.6,42,343,244,117,898,848,18.5,1693213200,3.6,177,3.6,1693220400,12.2,1693252800,2.0,2.0,891,final,82,1028,0,,139,1017,8238,5850,3326,15.7,1693170000,177,10.0,2.6
41,2023-08-29,10.0,43,344,245,117,899,853,19.6,1693288800,6.1,110,4.4,1693299600,11.1,1693339200,0.0,0.0,891,final,75,1028,0,,239,1021,8264,5892,5740,14.8,1693256400,110,11.6,2.9
53,2023-08-30,10.9,43,345,247,117,901,857,20.4,1693393200,5.6,80,4.8,1693393200,12.2,1693360800,0.0,0.0,889,final,78,1026,0,,182,1025,8291,5934,4379,15.1,1693342800,80,12.4,3.4
77,2023-08-31,11.9,43,347,249,118,902,862,21.1,1693472400,3.7,57,4.8,1693476000,11.5,1693447200,0.0,0.0,887,final,80,1023,0,,154,1029,8317,5977,3702,15.6,1693429200,57,12.8,3.3
