clouds,datetime,dewpt,dhi,dni,ghi,precip,pres,rh,slp,solar_rad,temp,ts,wind_dir,wind_spd
10,2020-06-29,10.9,35,288,172,0.0,884,66,1019,172,18.0,1593378000.0,171,1.2
21,2020-06-30,10.5,35,288,172,0.0,884,76,1020,171,15.2,1593464400.0,197,1.5
48,2020-07-01,9.8,35,289,173,0.0,886,79,1023,97,13.4,1593550800.0,197,1.6
49,2020-07-02,9.6,35,289,173,0.0,886,80,1024,148,13.2,1593637200.0,77,2.2
17,2020-07-03,9.0,35,289,173,0.0,885,73,1021,173,14.4,1593723600.0,118,1.8
37,2020-07-04,10.3,35,290,174,0.0,886,78,1022,173,14.6,1593810000.0,125,1.3
31,2020-07-05,11.0,35,290,174,0.0,885,77,1021,173,15.5,1593896400.0,78,1.9
32,2020-07-06,9.3,35,291,175,0.0,885,74,1022,175,14.8,1593982800.0,124,1.5
33,2020-07-07,11.7,35,291,176,0.0,886,78,1023,175,15.9,1594069200.0,89,2.2
18,2020-07-08,9.6,35,292,176,0.0,888,75,1025,176,14.9,1594155600.0,107,2.3
39,2020-07-09,11.4,36,293,177,0.0,888,81,1025,171,14.8,1594242000.0,64,4.1
58,2020-07-10,12.5,36,293,177,0.0,887,82,1024,158,15.8,1594328400.0,50,4.0
67,2020-07-11,13.4,36,294,178,0.0,888,81,1024,156,16.8,1594414800.0,46,4.2
43,2020-07-12,13.1,36,295,179,0.0,886,76,1021,176,17.8,1594501200.0,87,3.0
43,2020-07-13,11.4,36,295,180,0.0,882,74,1017,169,16.5,1594587600.0,201,1.4
22,2020-07-14,10.7,36,296,180,0.0,883,72,1018,180,16.2,1594674000.0,93,1.4
40,2020-07-15,11.6,36,297,181,0.0,887,74,1023,181,16.9,1594760400.0,183,2.0
52,2020-07-16,9.8,36,298,182,0.0,889,76,1026,165,14.3,1594846800.0,210,3.2
57,2020-07-17,8.6,36,298,183,0.0,889,74,1027,156,13.5,1594933200.0,190,2.2
45,2020-07-18,10.1,36,299,184,0.0,889,77,1027,173,14.4,1595019600.0,132,2.0
38,2020-07-19,10.2,37,300,185,0.0,889,76,1026,181,15.0,1595106000.0,74,2.1
19,2020-07-20,9.1,37,301,186,0.0,888,76,1026,186,13.8,1595192400.0,65,2.4
15,2020-07-21,9.0,37,302,187,0.0,886,74,1023,187,14.1,1595278800.0,68,2.2
67,2020-07-22,10.0,37,303,188,0.0,886,82,1023,99,13.2,1595365200.0,100,2.0
74,2020-07-23,9.3,37,304,189,2.5,887,86,1025,57,11.6,1595451600.0,106,2.4
66,2020-07-24,9.3,37,305,190,0.0,889,81,1027,143,12.7,1595538000.0,90,3.4
37,2020-07-25,8.5,37,306,192,0.0,889,80,1027,175,12.0,1595624400.0,83,3.5
16,2020-07-26,8.5,37,307,193,0.0,887,76,1025,192,13.0,1595710800.0,62,3.6
7,2020-07-27,5.5,37,308,194,0.0,885,62,1022,194,13.9,1595797200.0,168,1.8
53,2020-07-28,9.6,38,309,195,0.5,885,79,1022,152,13.5,1595883600.0,97,1.9
62,2020-07-29,12.4,38,310,196,0.0,885,81,1021,182,15.8,1595970000.0,81,2.6
34,2020-07-30,12.4,38,311,198,0.0,885,73,1020,196,18.1,1596056400.0,198,1.8
34,2020-07-31,9.7,38,312,199,0.0,887,72,1024,196,15.5,1596142800.0,200,1.7
67,2020-08-01,11.4,38,313,200,0.0,889,80,1026,144,14.9,1596229200.0,95,1.7
36,2020-08-02,9.8,38,314,202,0.0,891,76,1028,199,14.3,1596315600.0,74,2.6
26,2020-08-03,9.9,38,315,203,0.0,891,79,1029,201,13.8,1596402000.0,68,3.7
43,2020-08-04,10.6,39,316,205,0.0,887,79,1024,193,14.5,1596488400.0,54,3.3
15,2020-08-05,9.3,39,317,206,0.0,885,67,1020,206,16.6,1596574800.0,148,1.8
28,2020-08-06,12.0,39,318,208,0.0,883,75,1018,206,17.1,1596661200.0,92,1.8
37,2020-08-07,12.6,39,320,209,0.0,885,77,1020,205,17.2,1596747600.0,190,2.5
41,2020-08-08,8.4,39,321,210,0.5,888,72,1025,206,13.8,1596834000.0,173,2.7
10,2020-08-09,8.1,39,322,212,0.0,885,73,1022,212,13.5,1596920400.0,62,3.2
10,2020-08-10,6.7,40,323,214,0.0,883,59,1018,213,16.2,1597006800.0,186,2.0
14,2020-08-11,8.0,40,324,215,0.0,884,61,1020,215,16.0,1597093200.0,181,1.6
55,2020-08-12,11.7,40,325,217,0.0,886,74,1021,200,17.0,1597179600.0,58,1.8
25,2020-08-13,8.1,40,326,218,0.0,884,60,1018,218,17.6,1597266000.0,164,1.9
14,2020-08-14,7.8,40,328,220,0.0,884,62,1020,220,15.6,1597352400.0,192,1.6
34,2020-08-15,10.8,40,329,222,0.0,884,71,1019,220,16.9,1597438800.0,63,2.5
12,2020-08-16,9.7,40,330,223,0.0,883,66,1018,223,17.4,1597525200.0,104,2.0
10,2020-08-17,10.1,41,331,225,0.0,885,66,1020,225,17.7,1597611600.0,130,1.7
43,2020-08-18,13.0,41,332,226,0.0,885,76,1020,225,17.8,1597698000.0,46,3.7
18,2020-08-19,11.2,41,333,228,0.0,884,66,1018,228,18.9,1597784400.0,135,2.2
36,2020-08-20,12.0,41,334,230,0.0,885,70,1019,225,18.2,1597870800.0,153,1.4
48,2020-08-21,13.2,41,335,232,1.0,886,72,1021,229,18.9,1597957200.0,118,1.7
90,2020-08-22,13.6,41,337,233,4.5,888,83,1024,115,16.5,1598043600.0,114,2.2
42,2020-08-23,12.5,42,338,235,0.0,886,75,1021,232,17.6,1598130000.0,51,3.1
21,2020-08-24,10.7,42,339,237,0.0,885,66,1020,237,18.5,1598216400.0,86,2.4
18,2020-08-25,11.8,42,340,238,0.0,886,67,1020,238,19.3,1598302800.0,103,1.7
32,2020-08-26,13.6,42,341,240,0.0,886,71,1021,240,19.7,1598389200.0,58,2.8
43,2020-08-27,13.6,42,342,242,0.0,886,70,1020,237,20.3,1598475600.0,97,1.6
45,2020-08-28,14.7,42,343,244,0.0,885,75,1019,241,19.6,1598562000.0,44,3.5
39,2020-08-29,14.0,43,344,245,0.0,885,72,1019,245,19.6,1598648400.0,42,3.2
39,2020-08-30,13.2,43,345,247,0.0,886,73,1021,246,18.9,1598734800.0,42,3.9
29,2020-08-31,12.9,43,347,249,0.0,886,72,1021,248,19.0,1598821200.0,62,2.5
28,2020-09-01,11.8,43,348,251,0.0,886,67,1021,250,19.2,1598907600.0,102,1.7
87,2020-09-02,13.2,43,349,253,4.0,886,84,1022,141,16.1,1598994000.0,166,1.9
30,2020-09-03,8.2,43,350,254,0.0,886,73,1023,253,13.5,1599080400.0,159,2.2
74,2020-09-04,9.2,44,351,256,0.0,886,75,1023,106,13.9,1599166800.0,140,2.4
68,2020-09-05,9.8,44,352,258,0.0,886,77,1022,213,14.2,1599253200.0,109,3.3
53,2020-09-06,9.8,44,353,260,0.0,884,75,1021,208,14.6,1599339600.0,87,2.9
48,2020-09-07,11.5,44,354,262,0.0,885,79,1021,238,15.4,1599426000.0,93,2.3
61,2020-09-08,13.5,44,355,263,0.0,888,78,1024,247,17.7,1599512400.0,80,2.5
79,2020-09-09,15.5,45,356,265,3.5,889,87,1024,168,17.7,1599598800.0,65,3.2
74,2020-09-10,15.6,45,358,267,0.5,888,81,1022,225,19.2,1599685200.0,51,3.7
49,2020-09-11,13.8,45,360,269,0.0,886,75,1020,267,18.9,1599771600.0,56,2.6
40,2020-09-12,13.5,45,361,271,0.5,887,72,1021,269,19.7,1599858000.0,83,2.0
58,2020-09-13,14.3,45,363,272,0.0,888,79,1023,240,18.4,1599944400.0,68,3.4
61,2020-09-14,14.2,46,364,274,0.0,887,78,1022,256,18.3,1600030800.0,51,4.6
45,2020-09-15,13.1,46,366,276,0.0,885,70,1020,262,19.4,1600117200.0,129,2.3
26,2020-09-16,12.5,46,368,278,0.0,884,68,1018,276,19.8,1600203600.0,110,1.7
14,2020-09-17,12.2,46,369,280,0.0,886,66,1020,280,20.1,1600290000.0,78,2.1
1,2020-09-18,10.3,47,371,282,0.0,887,59,1021,282,20.3,1600376400.0,84,2.1
10,2020-09-19,11.8,47,372,283,0.0,886,65,1020,283,19.7,1600462800.0,70,2.9
8,2020-09-20,9.7,47,374,285,0.0,885,60,1020,285,19.4,1600549200.0,76,2.7
15,2020-09-21,11.4,47,376,287,0.0,885,66,1019,287,18.9,1600635600.0,52,3.3
28,2020-09-22,12.9,47,377,289,0.0,887,70,1022,288,19.2,1600722000.0,195,2.6
66,2020-09-23,11.6,47,379,291,0.0,887,71,1022,259,17.4,1600808400.0,123,2.0
47,2020-09-24,11.5,48,380,292,0.0,886,71,1021,280,17.5,1600894800.0,71,2.3
44,2020-09-25,12.9,48,381,294,0.0,885,74,1019,288,18.1,1600981200.0,47,3.4
21,2020-09-26,12.7,48,383,296,0.0,882,65,1015,296,20.9,1601067600.0,105,2.3
21,2020-09-27,13.3,48,384,298,0.0,882,65,1015,296,21.4,1601154000.0,123,1.7
29,2020-09-28,14.5,48,385,299,0.0,884,68,1017,298,21.4,1601240400.0,77,2.1
23,2020-09-29,15.2,49,387,301,1.0,885,69,1018,300,21.9,1601326800.0,76,1.9
24,2020-09-30,14.2,49,388,303,4.0,884,68,1017,295,21.1,1601413200.0,182,2.0
60,2020-10-01,15.1,49,389,304,0.0,883,74,1017,271,20.2,1601499600.0,107,1.7
35,2020-10-02,13.3,49,391,306,0.5,883,66,1017,305,21.2,1601586000.0,183,1.8
80,2020-10-03,15.4,49,392,308,7.3,884,76,1018,222,20.2,1601672400.0,91,1.7
94,2020-10-04,14.4,49,393,309,1.8,884,82,1019,132,17.5,1601758800.0,97,2.3
78,2020-10-05,11.4,50,394,311,6.3,884,78,1020,137,15.3,1601845200.0,83,3.4
77,2020-10-06,11.6,50,395,313,4.3,883,79,1018,105,15.3,1601931600.0,71,3.1
89,2020-10-07,13.8,50,397,314,38.8,882,86,1018,157,16.2,1602018000.0,79,2.0
64,2020-10-08,13.6,50,398,316,7.0,882,83,1017,265,16.7,1602104400.0,139,1.2
53,2020-10-09,13.7,50,399,317,0.0,882,75,1016,311,18.9,1602190800.0,105,2.0
48,2020-10-10,16.0,50,400,319,0.0,883,70,1015,313,22.5,1602277200.0,90,2.5
58,2020-10-11,17.0,51,401,320,9.3,884,71,1016,257,23.5,1602363600.0,159,1.4
61,2020-10-12,17.8,51,402,322,3.5,884,75,1016,286,22.9,1602450000.0,148,1.8
89,2020-10-13,17.7,51,403,323,3.5,884,84,1018,162,20.6,1602536400.0,118,1.7
83,2020-10-14,16.9,51,404,325,1.0,885,83,1019,175,20.0,1602622800.0,146,1.7
72,2020-10-15,14.2,51,405,326,0.0,886,76,1021,278,18.8,1602709200.0,102,2.3
46,2020-10-16,14.3,51,406,328,2.5,884,70,1017,325,20.9,1602795600.0,106,2.1
87,2020-10-17,14.8,51,407,329,13.5,884,81,1019,168,18.3,1602882000.0,108,2.7
72,2020-10-18,14.0,51,408,331,0.0,884,78,1019,256,18.1,1602968400.0,62,3.3
48,2020-10-19,14.5,52,409,332,0.0,884,71,1017,323,20.8,1603054800.0,60,2.6
25,2020-10-20,14.5,52,410,333,0.0,884,68,1017,333,21.7,1603141200.0,39,2.7
15,2020-10-21,13.3,52,410,335,0.0,886,65,1019,335,21.7,1603227600.0,65,2.8
26,2020-10-22,14.6,52,411,336,0.0,886,72,1020,335,20.3,1603314000.0,56,4.2
36,2020-10-23,14.7,52,412,337,0.0,886,71,1020,336,20.7,1603400400.0,53,3.9
62,2020-10-24,14.8,52,413,338,2.0,885,73,1019,305,20.5,1603486800.0,49,3.4
76,2020-10-25,14.7,53,414,340,1.3,884,75,1018,213,19.9,1603573200.0,51,3.1
53,2020-10-26,14.3,53,415,341,0.0,883,71,1017,320,20.4,1603659600.0,54,2.6
33,2020-10-27,13.7,53,416,342,0.0,883,65,1016,340,22.0,1603746000.0,134,2.0
60,2020-10-28,15.8,53,417,343,0.5,886,76,1019,305,20.6,1603832400.0,70,2.9
72,2020-10-29,15.4,53,418,344,7.0,888,80,1023,277,19.1,1603918800.0,71,4.3
67,2020-10-30,13.3,53,419,346,1.0,889,77,1024,297,17.6,1604005200.0,57,5.0
32,2020-10-31,12.1,53,420,347,0.0,886,70,1020,343,18.2,1604091600.0,47,3.9
30,2020-11-01,13.2,54,421,348,0.0,883,68,1017,347,20.0,1604178000.0,79,2.6
40,2020-11-02,14.5,54,422,349,0.0,885,74,1019,343,19.6,1604264400.0,50,3.2
32,2020-11-03,15.0,54,423,350,0.0,885,72,1019,348,20.7,1604350800.0,50,3.4
36,2020-11-04,16.0,54,424,351,7.0,884,70,1017,342,22.2,1604437200.0,70,2.4
67,2020-11-05,16.9,54,425,352,0.0,884,70,1016,219,23.4,1604523600.0,106,2.1
74,2020-11-06,18.1,54,426,353,0.5,884,77,1017,317,22.7,1604610000.0,40,3.4
60,2020-11-07,17.8,54,427,354,6.3,885,70,1017,326,24.4,1604696400.0,79,2.3
33,2020-11-08,17.3,55,428,355,0.0,887,70,1019,354,24.0,1604782800.0,61,2.8
17,2020-11-09,14.7,55,429,356,0.0,886,68,1020,356,21.6,1604869200.0,47,4.2
23,2020-11-10,14.8,55,430,357,0.0,884,66,1017,356,22.2,1604955600.0,48,3.3
41,2020-11-11,16.3,55,431,358,23.5,882,66,1014,354,23.8,1605042000.0,79,2.1
74,2020-11-12,18.2,55,432,358,23.3,881,79,1014,279,22.2,1605128400.0,139,1.8
39,2020-11-13,14.4,55,433,359,0.5,882,75,1016,352,19.3,1605214800.0,215,2.4
55,2020-11-14,12.7,55,434,360,0.0,882,74,1016,314,17.7,1605301200.0,119,1.9
53,2020-11-15,13.2,55,435,361,0.0,882,75,1016,323,17.9,1605387600.0,61,3.3
51,2020-11-16,14.6,56,436,362,0.0,882,73,1015,349,20.1,1605474000.0,63,2.7
40,2020-11-17,15.8,56,437,362,0.0,882,70,1014,357,22.2,1605560400.0,94,2.1
25,2020-11-18,15.8,56,438,363,0.0,881,68,1013,362,22.8,1605646800.0,92,2.2
18,2020-11-19,15.7,56,439,364,0.0,880,66,1012,356,23.3,1605733200.0,132,1.8
12,2020-11-20,15.3,56,440,365,0.0,880,62,1012,364,24.0,1605819600.0,233,2.4
77,2020-11-21,15.4,56,440,365,1.0,882,75,1015,247,20.2,1605906000.0,161,2.1
79,2020-11-22,16.1,56,441,366,0.0,883,76,1016,292,20.5,1605992400.0,53,3.5
76,2020-11-23,18.4,56,442,367,0.0,884,77,1017,255,22.9,1606078800.0,45,3.8
66,2020-11-24,18.6,56,443,367,0.0,884,73,1016,343,24.2,1606165200.0,57,3.0
35,2020-11-25,17.7,57,444,368,0.0,883,69,1015,366,24.4,1606251600.0,61,2.4
17,2020-11-26,16.8,57,444,368,0.0,883,68,1015,368,23.8,1606338000.0,46,3.3
29,2020-11-27,17.1,57,445,369,4.0,884,66,1015,363,24.6,1606424400.0,106,2.1
50,2020-11-28,17.8,57,446,369,1.0,883,70,1015,356,24.2,1606510800.0,134,1.6
43,2020-11-29,17.8,57,446,370,8.0,882,68,1013,362,24.7,1606597200.0,90,3.1
27,2020-11-30,16.2,57,447,370,1.0,881,62,1012,367,25.2,1606683600.0,183,1.8
40,2020-12-01,18.0,57,447,371,2.8,881,70,1012,353,24.6,1606770000.0,129,2.0
47,2020-12-02,17.8,57,448,371,5.0,881,67,1012,330,25.4,1606856400.0,189,2.2
64,2020-12-03,18.3,57,448,372,27.3,884,74,1016,270,23.5,1606942800.0,113,1.3
73,2020-12-04,19.3,57,449,372,13.5,883,80,1016,305,23.1,1607029200.0,183,1.9
77,2020-12-05,16.7,57,449,373,0.0,884,79,1018,234,20.7,1607115600.0,143,2.5
91,2020-12-06,16.1,57,450,373,18.0,884,76,1017,158,20.5,1607202000.0,60,2.4
90,2020-12-07,18.1,57,450,373,14.3,884,84,1017,173,21.0,1607288400.0,148,1.9
68,2020-12-08,14.2,57,450,374,0.0,885,75,1019,279,19.1,1607374800.0,121,2.9
78,2020-12-09,14.1,57,451,374,0.0,883,79,1017,204,17.9,1607461200.0,63,3.6
87,2020-12-10,16.4,57,451,374,7.0,883,78,1016,160,20.6,1607547600.0,46,3.3
76,2020-12-11,17.3,57,451,375,0.5,884,78,1017,284,21.6,1607634000.0,46,3.5
49,2020-12-12,16.5,57,451,375,0.0,885,75,1018,331,21.4,1607720400.0,53,3.2
49,2020-12-13,15.7,57,452,375,0.0,884,74,1018,344,20.9,1607806800.0,54,3.7
56,2020-12-14,15.5,57,452,375,0.5,883,71,1016,359,21.6,1607893200.0,48,3.4
92,2020-12-15,15.5,57,452,375,0.0,883,67,1015,129,22.6,1607979600.0,49,3.1
71,2020-12-16,15.2,57,452,376,0.0,883,64,1015,237,23.4,1608066000.0,69,2.7
32,2020-12-17,17.1,57,453,376,0.0,883,68,1015,366,24.5,1608152400.0,66,2.5
59,2020-12-18,18.0,57,453,376,5.3,882,67,1013,334,25.4,1608238800.0,81,2.3
92,2020-12-19,19.2,57,453,376,14.5,882,75,1014,110,24.3,1608325200.0,109,1.7
49,2020-12-20,18.3,57,453,376,3.8,883,73,1015,347,23.8,1608411600.0,62,2.6
49,2020-12-21,18.4,57,453,376,3.5,884,75,1016,363,23.6,1608498000.0,53,3.2
59,2020-12-22,18.6,57,453,376,2.0,884,77,1016,351,23.2,1608584400.0,51,3.1
55,2020-12-23,18.0,57,453,376,0.0,882,72,1014,336,23.8,1608670800.0,47,3.1
55,2020-12-24,17.4,57,453,376,0.3,881,65,1012,233,25.1,1608757200.0,111,2.0
51,2020-12-25,19.2,57,454,376,1.0,881,72,1012,335,24.8,1608843600.0,101,1.6
28,2020-12-26,16.1,57,454,376,0.0,881,65,1013,374,23.8,1608930000.0,60,3.0
75,2020-12-27,19.2,57,454,376,5.0,882,79,1014,302,23.3,1609016400.0,52,3.9
97,2020-12-28,19.9,57,454,376,3.5,882,81,1014,132,23.4,1609102800.0,46,3.6
65,2020-12-29,19.4,57,454,376,0.5,883,77,1015,327,23.9,1609189200.0,57,3.6
30,2020-12-30,17.3,57,454,376,0.0,884,71,1016,373,23.4,1609275600.0,57,3.8
32,2021-01-01,15.9,57,453,376,0.0,884,65,1016,375,23.9,1609448400.0,60,3.4
38,2021-01-02,17.4,57,453,376,0.0,884,70,1016,357,24.0,1609534800.0,71,2.8
51,2021-01-03,17.1,57,453,375,0.0,883,77,1016,308,21.7,1609621200.0,58,4.4
37,2021-01-04,16.2,57,453,375,0.5,881,68,1013,365,22.9,1609707600.0,50,3.3
64,2021-01-05,17.5,57,453,375,5.8,882,71,1013,316,23.6,1609794000.0,53,2.8
44,2021-01-06,18.1,57,453,375,8.0,882,72,1013,351,24.2,1609880400.0,86,2.0
49,2021-01-07,19.1,57,453,375,4.0,881,72,1012,356,25.0,1609966800.0,113,1.6
69,2021-01-08,20.2,57,452,374,25.0,879,80,1010,317,24.1,1610053200.0,93,1.7
45,2021-01-09,19.3,57,452,374,6.5,878,78,1010,352,23.6,1610139600.0,70,2.3
41,2021-01-10,18.6,57,452,374,0.0,880,75,1011,361,23.6,1610226000.0,54,2.8
37,2021-01-11,18.5,57,451,373,0.0,881,73,1013,370,24.3,1610312400.0,73,2.0
36,2021-01-12,18.1,57,451,373,0.0,882,70,1013,365,24.7,1610398800.0,81,1.9
41,2021-01-13,18.5,57,451,373,0.0,882,68,1012,365,25.7,1610485200.0,133,1.7
40,2021-01-14,18.8,57,450,372,1.5,881,71,1012,363,25.0,1610571600.0,121,1.5
47,2021-01-15,19.4,57,450,372,1.5,881,72,1011,357,25.3,1610658000.0,73,1.7
49,2021-01-16,19.9,57,450,371,6.3,880,74,1011,330,25.4,1610744400.0,102,1.9
68,2021-01-17,20.8,57,449,371,19.5,880,79,1010,263,25.0,1610830800.0,159,1.4
77,2021-01-18,21.2,57,449,370,13.0,879,82,1010,257,24.6,1610917200.0,179,1.2
84,2021-01-19,20.9,57,448,370,7.0,880,85,1012,266,23.7,1611003600.0,109,1.5
67,2021-01-20,20.6,57,448,369,1.0,881,81,1013,328,24.3,1611090000.0,71,2.7
69,2021-01-21,21.3,57,447,369,0.0,882,81,1013,312,25.0,1611176400.0,52,3.4
57,2021-01-22,21.1,57,447,368,15.3,883,79,1014,350,25.2,1611262800.0,100,1.7
69,2021-01-23,20.8,57,446,367,14.5,883,82,1015,296,24.3,1611349200.0,86,1.4
60,2021-01-24,19.9,56,446,367,1.0,882,78,1014,343,24.1,1611435600.0,82,1.7
45,2021-01-25,19.7,56,445,366,0.0,882,78,1014,350,24.1,1611522000.0,141,1.5
53,2021-01-26,18.0,56,444,365,0.0,883,73,1014,315,23.8,1611608400.0,148,1.5
51,2021-01-27,18.4,56,444,365,0.0,881,73,1012,345,24.1,1611694800.0,108,1.5
50,2021-01-28,19.3,56,443,364,10.8,881,73,1012,343,24.9,1611781200.0,110,1.8
69,2021-01-29,19.7,56,442,363,0.0,882,74,1013,328,25.1,1611867600.0,64,2.3
28,2021-01-30,18.4,56,442,362,0.0,883,69,1014,361,25.0,1611954000.0,50,3.0
34,2021-01-31,19.0,56,441,361,0.0,883,70,1014,358,25.4,1612040400.0,58,2.8
56,2021-02-01,19.9,56,440,361,2.5,885,74,1016,349,25.4,1612126800.0,72,2.5
58,2021-02-02,21.3,56,439,360,25.8,886,78,1017,322,25.6,1612213200.0,132,1.3
41,2021-02-03,19.1,56,439,359,0.0,884,74,1016,342,24.3,1612299600.0,68,2.8
62,2021-02-04,19.3,55,438,358,0.5,883,76,1015,237,24.2,1612386000.0,49,3.0
74,2021-02-05,19.8,55,437,357,16.0,882,76,1013,307,25.0,1612472400.0,109,2.0
86,2021-02-06,20.9,55,436,356,17.5,880,85,1011,218,23.7,1612558800.0,174,1.2
74,2021-02-07,20.2,55,435,355,24.0,878,85,1010,291,23.0,1612645200.0,151,1.0
69,2021-02-08,20.1,55,434,354,15.8,880,83,1012,240,23.4,1612731600.0,104,1.6
98,2021-02-09,19.7,55,433,353,7.8,882,83,1014,98,23.0,1612818000.0,60,2.2
100,2021-02-10,19.1,55,432,352,19.3,881,91,1014,50,20.6,1612904400.0,71,2.7
100,2021-02-11,18.9,55,431,351,11.3,881,84,1014,83,21.8,1612990800.0,72,2.7
100,2021-02-12,19.2,55,430,350,14.8,881,92,1014,59,20.7,1613077200.0,69,3.2
97,2021-02-13,18.2,54,429,348,4.3,883,81,1016,105,21.8,1613163600.0,64,4.4
92,2021-02-14,17.8,54,428,347,0.0,883,79,1016,151,21.8,1613250000.0,66,3.9
96,2021-02-15,18.5,54,427,346,0.5,880,81,1013,104,22.1,1613336400.0,57,2.9
95,2021-02-16,18.9,54,426,345,10.5,878,84,1010,139,21.8,1613422800.0,61,2.5
96,2021-02-17,20.1,54,425,344,10.8,880,85,1012,112,23.0,1613509200.0,168,1.2
61,2021-02-18,20.5,54,424,342,2.5,882,81,1013,314,24.5,1613595600.0,119,1.2
76,2021-02-19,21.4,54,423,341,8.0,883,84,1014,191,24.6,1613682000.0,139,1.5
43,2021-02-20,19.8,53,421,340,0.0,882,74,1013,333,25.3,1613768400.0,129,1.3
37,2021-02-21,20.5,53,420,338,0.0,882,75,1013,328,25.6,1613854800.0,71,2.0
37,2021-02-22,20.7,53,419,337,5.8,884,77,1015,334,25.3,1613941200.0,128,1.7
38,2021-02-23,19.3,53,417,335,0.0,884,77,1016,324,23.9,1614027600.0,78,2.6
50,2021-02-24,19.2,53,416,334,0.5,882,77,1014,313,23.8,1614114000.0,45,2.6
49,2021-02-25,18.4,53,415,333,1.3,881,72,1012,325,24.4,1614200400.0,89,2.1
89,2021-02-26,20.1,52,413,331,20.5,880,80,1011,212,24.0,1614286800.0,134,1.5
83,2021-02-27,20.7,52,412,330,11.0,879,84,1011,263,23.7,1614373200.0,99,1.5
82,2021-02-28,20.4,52,411,328,4.8,880,83,1012,259,23.8,1614459600.0,100,1.5
93,2021-03-01,20.3,52,408,325,11.3,882,87,1014,164,22.7,1614546000.0,83,2.2
89,2021-03-02,18.1,51,406,323,0.0,882,80,1015,169,22.0,1614632400.0,69,2.9
78,2021-03-03,18.3,51,404,322,1.0,880,81,1012,258,21.8,1614718800.0,68,2.1
64,2021-03-04,19.4,51,403,320,16.5,878,84,1010,289,22.5,1614805200.0,171,1.4
86,2021-03-05,19.7,51,401,319,9.5,878,87,1009,222,22.1,1614891600.0,174,1.0
85,2021-03-06,20.1,51,400,317,6.3,877,90,1009,129,21.9,1614978000.0,212,1.7
53,2021-03-07,17.4,50,398,315,0.0,878,81,1011,285,21.1,1615064400.0,213,2.0
32,2021-03-08,16.3,50,396,314,0.0,879,76,1012,306,21.2,1615150800.0,121,1.2
38,2021-03-09,17.1,50,395,312,0.0,881,75,1013,306,22.2,1615237200.0,119,1.6
54,2021-03-10,18.0,50,393,310,1.0,882,79,1015,290,22.2,1615323600.0,79,1.9
42,2021-03-11,18.2,50,391,308,0.0,882,76,1014,303,23.1,1615410000.0,63,2.1
61,2021-03-12,18.9,49,389,307,1.5,883,82,1016,284,22.3,1615496400.0,64,2.1
64,2021-03-13,17.0,49,387,305,0.5,884,80,1017,226,20.9,1615582800.0,85,2.6
63,2021-03-14,17.1,49,386,303,1.0,883,79,1017,251,21.1,1615669200.0,93,2.4
55,2021-03-15,17.5,49,384,301,0.0,882,80,1015,242,21.3,1615755600.0,72,2.7
66,2021-03-16,18.1,48,382,300,3.0,882,77,1015,267,22.6,1615842000.0,63,2.4
68,2021-03-17,18.7,48,380,298,2.5,882,84,1015,213,21.6,1615928400.0,65,2.6
41,2021-03-18,17.6,48,379,296,0.0,882,76,1015,291,22.4,1616014800.0,51,2.4
51,2021-03-19,18.5,48,377,294,1.3,882,79,1014,278,22.7,1616101200.0,57,2.5
82,2021-03-20,17.9,47,376,293,11.0,882,77,1015,168,22.4,1616187600.0,56,2.6
62,2021-03-21,18.4,47,375,291,5.3,881,80,1013,271,22.2,1616274000.0,53,2.5
61,2021-03-22,19.0,47,373,289,41.8,882,80,1014,257,22.9,1616360400.0,78,2.2
92,2021-03-23,19.7,47,372,287,32.5,882,85,1014,178,22.6,1616446800.0,159,1.3
83,2021-03-24,19.0,46,371,285,6.5,881,88,1013,214,21.2,1616533200.0,207,1.4
82,2021-03-25,17.9,46,370,284,5.3,879,85,1012,212,20.7,1616619600.0,122,1.3
56,2021-03-26,18.1,46,369,282,3.5,879,83,1011,259,21.2,1616706000.0,120,1.6
31,2021-03-27,17.4,46,368,280,1.5,879,76,1011,278,22.4,1616792400.0,181,1.7
31,2021-03-28,17.0,46,367,278,0.5,880,75,1012,273,22.0,1616878800.0,240,1.5
60,2021-03-29,17.7,46,366,276,4.3,881,85,1014,213,20.4,1616965200.0,241,1.7
44,2021-03-30,15.3,45,365,274,0.0,881,79,1015,269,19.5,1617051600.0,223,1.3
53,2021-03-31,14.8,45,364,273,0.0,883,77,1017,247,19.3,1617138000.0,158,1.3
62,2021-04-01,16.2,45,363,271,0.0,886,78,1020,245,20.3,1617224400.0,65,2.3
50,2021-04-02,16.0,45,362,269,0.0,886,79,1020,250,20.0,1617310800.0,59,2.9
18,2021-04-03,15.2,45,360,267,0.0,884,72,1017,267,21.1,1617397200.0,133,1.8
43,2021-04-04,17.5,45,359,265,29.3,882,82,1015,245,21.0,1617483600.0,195,1.5
40,2021-04-05,15.7,44,358,263,0.0,880,76,1013,240,20.5,1617570000.0,258,2.2
21,2021-04-06,14.6,44,357,261,0.0,883,76,1017,256,19.4,1617656400.0,195,1.3
69,2021-04-07,16.5,44,356,259,0.0,886,83,1020,175,19.6,1617742800.0,96,2.1
31,2021-04-08,15.8,44,355,258,0.0,885,78,1019,256,20.1,1617829200.0,63,2.0
80,2021-04-09,15.8,44,353,256,0.0,882,76,1015,158,20.6,1617915600.0,107,1.5
