clouds,datetime,dewpt,dhi,dni,ghi,precip,pres,rh,slp,solar_rad,temp,ts,wind_dir,wind_spd
43,2021-04-10,16.2,44,352,254,0.0,883,78,1016,253,20.8,1618002000.0,131,1.3
39,2021-04-11,16.9,43,351,252,0.0,885,80,1019,248,20.9,1618088400.0,98,1.6
68,2021-04-12,16.7,43,350,250,0.0,887,81,1020,173,20.5,1618174800.0,98,1.9
91,2021-04-13,17.0,43,349,248,0.0,886,83,1020,87,20.2,1618261200.0,81,2.2
59,2021-04-14,17.8,43,347,246,2.0,884,83,1017,228,21.0,1618347600.0,51,2.4
41,2021-04-15,17.5,43,346,245,1.0,882,81,1015,242,21.2,1618434000.0,112,1.4
13,2021-04-16,15.3,43,345,243,1.0,880,70,1013,242,21.5,1618520400.0,244,2.5
45,2021-04-17,10.4,42,344,241,1.5,883,71,1019,226,16.0,1618606800.0,223,3.8
26,2021-04-18,10.3,42,342,239,0.0,887,75,1024,236,15.1,1618693200.0,110,2.1
36,2021-04-19,12.7,42,341,237,0.0,886,81,1022,226,16.3,1618779600.0,61,2.4
46,2021-04-20,13.6,42,340,235,0.0,885,80,1021,230,17.6,1618866000.0,78,2.1
52,2021-04-21,14.4,42,339,234,0.0,885,81,1020,213,18.2,1618952400.0,59,2.4
66,2021-04-22,16.1,41,337,232,1.0,885,84,1020,216,19.2,1619038800.0,58,2.1
73,2021-04-23,16.6,41,336,230,0.5,885,86,1019,205,19.2,1619125200.0,58,3.1
75,2021-04-24,16.6,41,335,228,0.0,885,84,1019,193,19.5,1619211600.0,61,3.6
68,2021-04-25,17.1,41,334,227,0.0,885,84,1019,199,20.0,1619298000.0,52,3.4
71,2021-04-26,17.2,41,332,225,1.5,885,83,1019,203,20.5,1619384400.0,50,2.7
64,2021-04-27,17.2,41,331,223,1.5,884,84,1018,201,20.0,1619470800.0,49,2.8
44,2021-04-28,17.0,40,330,221,0.0,885,79,1019,219,21.0,1619557200.0,67,2.3
57,2021-04-29,17.3,40,328,220,0.0,885,81,1019,212,21.0,1619643600.0,51,3.1
71,2021-04-30,17.6,40,327,218,2.3,884,83,1017,204,20.7,1619730000.0,47,2.9
67,2021-05-01,16.9,40,326,217,2.3,882,80,1015,166,20.8,1619816400.0,191,1.5
90,2021-05-02,16.0,40,325,215,6.5,881,81,1015,125,19.4,1619902800.0,223,1.4
64,2021-05-03,13.9,40,323,213,3.8,880,78,1015,179,18.1,1619989200.0,224,1.8
9,2021-05-04,10.2,39,322,212,0.0,879,65,1014,212,17.5,1620075600.0,254,1.7
2,2021-05-05,8.6,39,321,210,0.0,880,59,1015,210,16.9,1620162000.0,237,1.5
19,2021-05-06,11.6,39,320,209,0.0,882,72,1017,208,17.0,1620248400.0,228,1.6
41,2021-05-07,12.4,39,318,207,0.0,883,80,1018,191,16.1,1620334800.0,202,1.5
49,2021-05-08,12.6,39,317,206,0.0,882,79,1017,187,16.6,1620421200.0,88,1.9
60,2021-05-09,14.3,39,316,204,0.5,881,78,1015,194,18.5,1620507600.0,96,2.1
44,2021-05-10,14.7,38,315,203,4.3,881,77,1014,199,19.2,1620594000.0,203,1.6
44,2021-05-11,14.1,38,314,201,0.0,884,79,1019,196,18.1,1620680400.0,203,1.3
54,2021-05-12,14.7,38,312,200,0.0,886,81,1020,180,18.3,1620766800.0,81,1.5
41,2021-05-13,14.7,38,311,199,0.0,886,77,1021,197,19.4,1620853200.0,88,1.5
39,2021-05-14,15.0,38,310,197,0.0,886,80,1021,196,19.0,1620939600.0,66,2.3
39,2021-05-15,15.4,38,309,196,0.0,885,80,1020,190,19.3,1621026000.0,65,2.9
28,2021-05-16,15.3,38,308,195,0.0,884,76,1017,194,20.0,1621112400.0,100,2.1
23,2021-05-17,14.1,37,307,193,0.0,883,71,1017,191,20.2,1621198800.0,171,1.3
29,2021-05-18,12.9,37,306,192,0.0,885,73,1020,190,18.4,1621285200.0,163,1.3
61,2021-05-19,13.6,37,305,191,0.0,887,82,1023,146,16.8,1621371600.0,133,2.3
33,2021-05-20,11.2,37,304,190,0.0,888,78,1024,179,15.3,1621458000.0,75,2.9
32,2021-05-21,12.2,37,303,189,0.0,887,78,1023,176,16.1,1621544400.0,60,3.1
33,2021-05-22,12.0,37,302,188,0.0,886,78,1022,186,16.2,1621630800.0,77,1.8
53,2021-05-23,12.5,37,301,187,0.0,885,79,1020,169,16.6,1621717200.0,108,1.4
60,2021-05-24,12.9,37,300,185,0.0,885,83,1021,168,16.0,1621803600.0,80,2.0
54,2021-05-25,12.8,36,299,184,1.8,885,82,1021,177,16.2,1621890000.0,69,2.1
27,2021-05-26,11.3,36,298,184,0.0,884,73,1020,182,16.7,1621976400.0,156,1.3
15,2021-05-27,10.0,36,297,183,0.0,884,71,1020,183,16.0,1622062800.0,167,1.2
22,2021-05-28,10.9,36,296,182,0.0,884,72,1019,182,16.8,1622149200.0,156,1.3
24,2021-05-29,11.1,36,296,181,0.0,884,67,1019,181,18.2,1622235600.0,195,1.5
12,2021-05-30,10.5,36,295,180,0.0,885,64,1019,180,18.1,1622322000.0,196,1.6
16,2021-05-31,11.2,36,294,179,0.0,885,67,1020,179,17.8,1622408400.0,206,1.4
97,2021-06-01,14.4,36,293,178,0.0,886,82,1021,76,17.7,1622494800.0,95,2.0
95,2021-06-02,15.8,36,293,178,10.0,886,89,1021,43,17.7,1622581200.0,82,2.5
73,2021-06-03,15.2,36,292,177,1.0,886,80,1020,157,19.1,1622667600.0,52,2.4
42,2021-06-04,13.9,35,292,176,3.8,884,74,1019,174,19.1,1622754000.0,187,1.7
31,2021-06-05,12.5,35,291,176,0.8,884,78,1019,171,16.6,1622840400.0,243,2.1
53,2021-06-06,11.3,35,291,175,0.0,888,79,1025,171,15.3,1622926800.0,170,2.4
52,2021-06-07,10.7,35,290,175,0.0,890,80,1027,153,14.3,1623013200.0,100,2.8
53,2021-06-08,11.2,35,290,174,0.0,890,80,1027,158,15.0,1623099600.0,81,2.9
65,2021-06-09,12.7,35,289,174,2.0,888,86,1025,152,15.1,1623186000.0,85,2.6
61,2021-06-10,12.7,35,289,173,0.0,887,84,1023,161,15.6,1623272400.0,86,2.1
51,2021-06-11,12.7,35,288,173,0.0,886,82,1022,165,16.1,1623358800.0,63,2.2
57,2021-06-12,13.5,35,288,172,1.0,886,84,1021,162,16.6,1623445200.0,61,2.5
72,2021-06-13,14.8,35,288,172,5.5,885,89,1021,138,16.7,1623531600.0,61,2.1
52,2021-06-14,13.4,35,288,172,2.0,884,80,1020,167,17.2,1623618000.0,129,1.3
47,2021-06-15,12.6,35,287,172,0.0,885,82,1021,161,16.0,1623704400.0,193,1.6
51,2021-06-16,12.1,35,287,171,0.0,887,80,1023,164,15.9,1623790800.0,75,2.2
44,2021-06-17,12.4,35,287,171,0.0,886,81,1023,166,15.9,1623877200.0,55,2.7
18,2021-06-18,11.6,35,287,171,0.0,887,75,1023,171,16.6,1623963600.0,168,1.4
61,2021-06-19,12.2,35,287,171,0.0,890,82,1027,139,15.6,1624050000.0,182,1.8
88,2021-06-20,14.0,35,287,171,2.5,892,86,1028,95,16.4,1624136400.0,98,2.6
68,2021-06-21,11.8,35,287,171,0.0,890,82,1027,145,15.1,1624222800.0,68,2.8
31,2021-06-22,10.6,35,287,171,0.0,888,78,1025,169,14.7,1624309200.0,67,2.3
48,2021-06-23,11.4,35,287,171,0.0,887,83,1024,153,14.5,1624395600.0,71,2.7
6,2021-06-24,8.9,35,287,171,0.0,886,74,1023,171,14.0,1624482000.0,76,2.3
27,2021-06-25,9.4,35,287,171,0.0,884,75,1021,169,14.6,1624568400.0,121,1.8
36,2021-06-26,10.3,35,287,171,0.0,883,72,1019,169,16.1,1624654800.0,162,1.7
5,2021-06-27,9.1,35,287,171,0.0,885,67,1021,171,16.0,1624741200.0,129,1.2
35,2021-06-28,12.0,35,288,172,0.0,886,79,1023,167,16.1,1624827600.0,87,1.8
24,2021-06-29,9.2,35,288,172,0.0,886,71,1023,172,15.4,1624914000.0,114,1.6
29,2021-06-30,10.5,35,288,172,0.0,887,76,1023,171,15.7,1625000400.0,92,1.9
8,2021-07-01,10.5,35,289,173,0.0,886,74,1023,173,15.8,1625086800.0,100,2.1
12,2021-07-02,8.9,35,289,173,0.0,887,67,1023,173,16.0,1625173200.0,136,1.3
38,2021-07-03,11.6,35,289,173,0.0,887,81,1024,168,15.2,1625259600.0,88,1.5
30,2021-07-04,11.4,35,290,174,0.0,887,78,1023,173,15.8,1625346000.0,82,2.3
14,2021-07-05,9.7,35,290,174,0.0,886,70,1022,174,15.9,1625432400.0,147,1.5
30,2021-07-06,9.9,35,291,175,0.0,886,77,1023,172,14.4,1625518800.0,142,1.2
50,2021-07-07,12.1,35,291,176,0.0,887,79,1023,174,16.3,1625605200.0,71,1.7
60,2021-07-08,12.9,35,292,176,0.0,889,82,1025,159,16.3,1625691600.0,65,2.3
53,2021-07-09,12.9,36,293,177,0.0,890,81,1026,166,16.5,1625778000.0,58,3.0
40,2021-07-10,13.4,36,293,177,0.0,889,83,1025,173,16.7,1625864400.0,67,2.1
49,2021-07-11,12.9,36,294,178,0.0,889,80,1025,175,16.9,1625950800.0,79,2.0
50,2021-07-12,13.3,36,295,179,0.0,888,84,1024,170,16.3,1626037200.0,59,3.0
49,2021-07-13,13.3,36,295,180,0.0,887,79,1023,173,17.2,1626123600.0,42,3.4
35,2021-07-14,11.6,36,296,180,0.0,888,72,1023,174,17.2,1626210000.0,131,1.8
63,2021-07-15,12.4,36,297,181,0.0,888,81,1024,139,15.8,1626296400.0,158,1.1
65,2021-07-16,13.0,36,298,182,1.0,888,80,1024,168,16.7,1626382800.0,97,1.8
61,2021-07-17,12.6,36,298,183,0.0,888,81,1024,172,16.2,1626469200.0,62,3.2
86,2021-07-18,14.0,36,299,184,1.5,887,89,1023,76,15.8,1626555600.0,59,2.0
76,2021-07-19,14.0,37,300,185,0.0,888,86,1024,140,16.5,1626642000.0,64,3.2
59,2021-07-20,13.5,37,301,186,0.0,890,83,1026,173,16.6,1626728400.0,49,3.8
59,2021-07-21,14.0,37,302,187,0.0,890,84,1027,169,17.0,1626814800.0,43,3.2
23,2021-07-22,11.6,37,303,188,0.0,888,74,1024,188,17.1,1626901200.0,90,2.1
68,2021-07-23,12.2,37,304,189,0.5,887,77,1023,174,16.7,1626987600.0,183,1.9
57,2021-07-24,9.7,37,305,190,0.0,889,77,1026,163,14.1,1627074000.0,217,2.8
51,2021-07-25,8.4,37,306,192,0.0,890,77,1028,154,12.8,1627160400.0,146,2.4
45,2021-07-26,9.1,37,307,193,3.0,889,80,1027,166,12.7,1627246800.0,99,2.3
84,2021-07-27,10.2,37,308,194,0.0,888,84,1026,101,12.9,1627333200.0,135,2.0
85,2021-07-28,12.3,38,309,195,6.0,888,88,1025,127,14.5,1627419600.0,108,3.0
71,2021-07-29,13.2,38,310,196,0.0,890,84,1026,177,16.0,1627506000.0,59,4.0
47,2021-07-30,12.5,38,311,198,0.0,891,80,1028,189,16.3,1627592400.0,71,2.2
58,2021-07-31,12.0,38,312,199,0.0,891,84,1028,166,15.0,1627678800.0,73,2.4
54,2021-08-01,11.8,38,313,200,0.0,889,84,1026,159,14.7,1627765200.0,56,3.4
31,2021-08-02,10.9,38,314,202,0.0,887,72,1023,200,16.8,1627851600.0,179,2.1
53,2021-08-03,11.6,38,315,203,0.0,889,78,1025,199,15.9,1627938000.0,183,1.7
75,2021-08-04,11.2,39,316,205,0.0,891,79,1029,171,14.9,1628024400.0,76,3.1
41,2021-08-05,10.6,39,317,206,0.0,890,79,1027,203,14.6,1628110800.0,48,3.3
32,2021-08-06,10.4,39,318,208,0.0,887,77,1024,207,14.9,1628197200.0,69,2.2
18,2021-08-07,7.9,39,320,209,0.0,885,65,1021,209,15.5,1628283600.0,201,2.1
21,2021-08-08,8.8,39,321,210,0.0,884,66,1021,206,15.4,1628370000.0,190,1.6
43,2021-08-09,11.6,39,322,212,0.0,884,76,1020,209,16.3,1628456400.0,106,1.3
35,2021-08-10,10.4,40,323,214,0.0,885,71,1021,213,16.4,1628542800.0,166,1.9
62,2021-08-11,12.1,40,324,215,0.5,886,83,1022,163,15.1,1628629200.0,86,2.0
20,2021-08-12,10.6,40,325,217,0.0,885,68,1020,216,17.2,1628715600.0,189,2.6
4,2021-08-13,8.8,40,326,218,0.0,887,58,1023,218,17.7,1628802000.0,207,1.9
82,2021-08-14,9.9,40,328,220,0.5,890,78,1027,105,13.9,1628888400.0,188,2.2
56,2021-08-15,8.4,40,329,222,0.0,888,77,1026,149,12.4,1628974800.0,91,2.3
58,2021-08-16,9.6,40,330,223,0.0,889,80,1027,185,13.2,1629061200.0,71,3.1
81,2021-08-17,11.6,41,331,225,0.0,889,84,1026,131,14.4,1629147600.0,62,3.9
44,2021-08-18,11.4,41,332,226,0.0,886,76,1022,218,16.0,1629234000.0,43,3.5
17,2021-08-19,11.6,41,333,228,0.0,884,72,1019,228,17.5,1629320400.0,139,1.8
31,2021-08-20,12.4,41,334,230,0.0,884,70,1019,230,18.9,1629406800.0,157,1.5
54,2021-08-21,13.4,41,335,232,0.0,886,78,1021,224,17.9,1629493200.0,116,1.3
54,2021-08-22,13.6,41,337,233,0.0,886,76,1020,226,18.5,1629579600.0,64,1.9
50,2021-08-23,12.6,42,338,235,0.0,885,71,1019,233,18.9,1629666000.0,120,1.9
39,2021-08-24,14.0,42,339,237,0.0,885,77,1019,234,18.6,1629752400.0,48,2.9
30,2021-08-25,13.1,42,340,238,0.0,885,72,1019,237,19.1,1629838800.0,162,1.9
58,2021-08-26,13.9,42,341,240,0.0,886,77,1021,224,18.5,1629925200.0,98,1.9
50,2021-08-27,13.0,42,342,242,0.0,887,78,1023,235,17.3,1630011600.0,61,4.2
56,2021-08-28,11.9,42,343,244,0.0,886,76,1022,224,16.4,1630098000.0,57,4.2
52,2021-08-29,13.6,43,344,245,0.0,884,78,1018,232,17.9,1630184400.0,73,2.2
55,2021-08-30,14.0,43,345,247,0.0,883,76,1017,240,18.8,1630270800.0,148,1.3
48,2021-08-31,15.3,43,347,249,0.0,884,78,1018,244,19.6,1630357200.0,62,2.0
47,2021-09-01,15.3,43,348,251,0.0,886,73,1019,248,21.1,1630443600.0,91,1.9
34,2021-09-02,14.6,43,349,253,0.0,887,75,1021,251,19.8,1630530000.0,55,2.7
24,2021-09-03,13.3,43,350,254,0.0,886,76,1021,254,18.1,1630616400.0,47,3.4
33,2021-09-04,12.4,44,351,256,0.0,888,75,1024,248,17.2,1630702800.0,48,4.0
24,2021-09-05,11.7,44,352,258,0.0,888,73,1024,258,17.2,1630789200.0,49,4.0
32,2021-09-06,11.9,44,353,260,0.0,888,72,1023,259,17.3,1630875600.0,45,4.1
27,2021-09-07,11.9,44,354,262,0.0,887,71,1022,261,17.8,1630962000.0,55,3.2
27,2021-09-08,12.2,44,355,263,0.0,886,69,1021,263,18.8,1631048400.0,128,1.7
27,2021-09-09,12.6,45,356,265,0.0,887,72,1022,264,18.2,1631134800.0,174,1.7
75,2021-09-10,12.9,45,358,267,1.0,890,80,1027,182,16.6,1631221200.0,148,2.6
19,2021-09-11,9.1,45,360,269,0.0,891,70,1029,268,15.0,1631307600.0,94,3.4
68,2021-09-12,12.7,45,361,271,0.5,890,79,1026,239,16.6,1631394000.0,74,3.7
52,2021-09-13,13.1,45,363,272,0.5,888,77,1024,265,17.6,1631480400.0,53,4.1
42,2021-09-14,13.5,46,364,274,0.0,887,71,1021,250,19.5,1631566800.0,91,2.1
20,2021-09-15,13.7,46,366,276,0.0,885,71,1020,275,19.9,1631653200.0,64,2.4
12,2021-09-16,12.2,46,368,278,0.0,883,66,1017,278,20.0,1631739600.0,103,1.9
24,2021-09-17,12.6,46,369,280,1.0,881,65,1014,276,20.5,1631826000.0,190,2.3
51,2021-09-18,11.3,47,371,282,1.5,882,76,1018,227,15.8,1631912400.0,229,3.5
44,2021-09-19,8.2,47,372,283,0.0,885,70,1021,275,14.0,1631998800.0,181,2.1
70,2021-09-20,11.4,47,374,285,0.0,885,77,1021,239,15.8,1632085200.0,58,3.5
43,2021-09-21,12.8,47,376,287,0.0,886,72,1021,281,18.6,1632171600.0,81,2.8
35,2021-09-22,12.7,47,377,289,2.0,886,70,1020,287,19.1,1632258000.0,188,1.8
78,2021-09-23,14.8,47,379,291,8.5,886,88,1021,133,16.9,1632344400.0,120,1.6
41,2021-09-24,13.8,48,380,292,0.0,887,77,1022,289,18.4,1632430800.0,49,3.7
37,2021-09-25,13.0,48,381,294,0.0,888,74,1024,289,18.4,1632517200.0,53,3.1
43,2021-09-26,13.2,48,383,296,0.0,887,76,1022,279,18.0,1632603600.0,56,3.4
32,2021-09-27,13.4,48,384,298,0.0,886,74,1020,296,18.5,1632690000.0,47,4.0
46,2021-09-28,13.9,48,385,299,0.0,885,74,1019,213,19.1,1632776400.0,45,4.1
46,2021-09-29,14.8,49,387,301,1.3,885,73,1019,291,20.3,1632862800.0,76,2.6
33,2021-09-30,14.8,49,388,303,0.0,886,70,1019,301,21.0,1632949200.0,94,1.9
28,2021-10-01,14.1,49,389,304,0.0,884,71,1018,304,20.1,1633035600.0,42,3.4
20,2021-10-02,13.8,49,391,306,0.0,883,68,1016,306,20.9,1633122000.0,45,3.3
27,2021-10-03,13.6,49,392,308,0.0,884,66,1017,307,21.2,1633208400.0,39,3.1
35,2021-10-04,14.9,49,393,309,0.5,884,70,1017,298,21.3,1633294800.0,164,2.0
55,2021-10-05,14.5,50,394,311,0.5,884,75,1018,270,19.4,1633381200.0,178,1.7
53,2021-10-06,12.3,50,395,313,0.5,882,69,1016,305,18.8,1633467600.0,142,1.6
64,2021-10-07,10.2,50,397,314,0.5,882,71,1018,269,15.9,1633554000.0,178,2.5
64,2021-10-08,9.9,50,398,316,0.0,884,73,1020,240,15.0,1633640400.0,79,3.3
53,2021-10-09,11.9,50,399,317,0.0,883,73,1018,289,17.3,1633726800.0,42,4.1
48,2021-10-10,13.7,50,400,319,4.3,885,69,1019,291,20.1,1633813200.0,164,1.8
72,2021-10-11,13.8,51,401,320,0.0,886,78,1021,217,17.9,1633899600.0,188,2.3
68,2021-10-12,11.2,51,402,322,0.0,885,71,1021,250,16.8,1633986000.0,80,2.4
45,2021-10-13,11.6,51,403,323,0.0,885,64,1018,301,20.4,1634072400.0,106,1.9
25,2021-10-14,14.7,51,404,325,0.0,886,69,1019,324,21.9,1634158800.0,65,2.3
13,2021-10-15,14.4,51,405,326,0.0,885,68,1019,326,21.6,1634245200.0,57,2.9
46,2021-10-16,14.7,51,406,328,0.0,884,72,1017,287,20.6,1634331600.0,44,4.4
16,2021-10-17,14.3,51,407,329,0.0,884,66,1017,329,21.8,1634418000.0,53,3.2
17,2021-10-18,14.4,51,408,331,0.0,885,66,1018,331,22.1,1634504400.0,63,2.6
58,2021-10-19,16.3,52,409,332,10.3,886,79,1020,285,20.4,1634590800.0,168,1.8
87,2021-10-20,16.7,52,410,333,11.0,885,86,1020,219,19.2,1634677200.0,96,1.9
75,2021-10-21,16.2,52,410,335,7.5,882,87,1016,222,18.4,1634763600.0,178,2.6
57,2021-10-22,12.3,52,411,336,0.0,882,75,1017,268,17.3,1634850000.0,163,1.4
62,2021-10-23,13.4,52,412,337,0.5,882,68,1015,266,20.4,1634936400.0,103,2.4
27,2021-10-24,13.3,52,413,338,0.0,885,62,1018,338,22.7,1635022800.0,164,1.5
54,2021-10-25,18.6,53,414,340,2.0,888,78,1021,325,23.0,1635109200.0,57,2.7
47,2021-10-26,16.7,53,415,341,1.0,887,74,1020,302,22.1,1635195600.0,42,3.9
28,2021-10-27,16.4,53,416,342,1.5,884,70,1017,340,22.8,1635282000.0,180,2.4
61,2021-10-28,12.1,53,417,343,2.0,882,74,1017,278,17.1,1635368400.0,198,3.9
49,2021-10-29,9.5,53,418,344,0.0,881,68,1016,284,15.9,1635454800.0,150,2.4
59,2021-10-30,11.9,53,419,346,0.0,881,72,1015,315,17.3,1635541200.0,64,3.1
85,2021-10-31,15.8,53,420,347,11.3,882,79,1016,236,19.9,1635627600.0,62,2.5
64,2021-11-01,16.0,54,421,348,9.3,882,72,1014,314,21.9,1635714000.0,130,2.2
44,2021-11-02,15.1,54,422,349,1.0,882,69,1014,335,21.7,1635800400.0,202,1.8
24,2021-11-03,15.3,54,423,350,0.0,883,64,1015,343,23.4,1635886800.0,202,1.7
30,2021-11-04,16.6,54,424,351,1.0,883,68,1015,349,23.5,1635973200.0,212,2.0
49,2021-11-05,14.7,54,425,352,0.0,884,70,1017,342,21.3,1636059600.0,173,1.9
28,2021-11-06,12.3,54,426,353,0.0,883,67,1017,352,19.3,1636146000.0,70,2.5
44,2021-11-07,15.0,54,427,354,0.0,883,72,1016,345,20.8,1636232400.0,47,2.9
39,2021-11-08,16.5,55,428,355,0.0,883,70,1015,349,23.0,1636318800.0,67,2.5
16,2021-11-09,15.9,55,429,356,0.0,884,63,1015,356,24.8,1636405200.0,104,2.0
12,2021-11-10,14.8,55,430,357,0.0,884,56,1016,356,25.3,1636491600.0,190,1.5
42,2021-11-11,17.1,55,431,358,4.5,882,66,1014,345,24.5,1636578000.0,153,1.5
81,2021-11-12,18.1,55,432,358,0.5,882,77,1015,234,22.6,1636664400.0,75,2.4
69,2021-11-13,17.5,55,433,359,2.5,883,68,1014,276,24.6,1636750800.0,134,2.4
49,2021-11-14,17.2,55,434,360,13.3,884,70,1016,310,23.7,1636837200.0,158,1.2
74,2021-11-15,17.2,55,435,361,3.0,884,74,1017,268,22.4,1636923600.0,177,1.3
37,2021-11-16,16.6,56,436,362,0.0,882,66,1013,354,24.0,1637010000.0,123,2.2
17,2021-11-17,16.6,56,437,362,0.3,882,64,1014,359,25.1,1637096400.0,152,1.5
33,2021-11-18,16.5,56,438,363,0.0,884,63,1015,346,24.8,1637182800.0,54,3.0
23,2021-11-19,14.4,56,439,364,0.0,883,57,1014,364,24.5,1637269200.0,97,2.1
49,2021-11-20,16.5,56,440,365,11.8,882,65,1013,350,24.1,1637355600.0,130,1.8
70,2021-11-21,18.0,56,440,365,6.0,882,78,1014,316,22.3,1637442000.0,160,1.7
84,2021-11-22,16.6,56,441,366,0.0,883,75,1016,250,21.6,1637528400.0,92,2.2
77,2021-11-23,16.7,56,442,367,0.0,880,64,1011,212,24.9,1637614800.0,186,2.3
57,2021-11-24,17.6,56,443,367,9.5,879,68,1010,331,24.4,1637701200.0,253,2.4
69,2021-11-25,15.5,57,444,368,1.5,882,74,1015,332,20.7,1637787600.0,209,2.3
81,2021-11-26,12.5,57,444,368,0.0,884,71,1019,170,17.9,1637874000.0,152,1.7
61,2021-11-27,11.3,57,445,369,0.0,883,68,1018,317,17.5,1637960400.0,191,1.9
36,2021-11-28,11.5,57,446,369,0.0,883,69,1018,356,17.5,1638046800.0,104,2.3
31,2021-11-29,13.6,57,446,370,0.0,883,67,1016,366,20.4,1638133200.0,70,2.7
56,2021-11-30,17.1,57,447,370,2.3,883,73,1015,356,22.5,1638219600.0,70,2.5
69,2021-12-01,18.4,57,447,371,33.0,884,76,1017,321,23.4,1638306000.0,54,2.2
69,2021-12-02,18.2,57,448,371,0.0,886,78,1019,291,22.6,1638392400.0,52,3.7
31,2021-12-03,15.6,57,448,372,0.0,886,68,1019,370,22.5,1638478800.0,42,3.7
21,2021-12-04,16.5,57,449,372,0.0,886,65,1018,371,24.4,1638565200.0,65,2.7
22,2021-12-05,16.7,57,449,373,0.0,886,63,1018,368,25.6,1638651600.0,68,2.4
21,2021-12-06,17.3,57,450,373,0.0,886,68,1018,373,24.1,1638738000.0,41,4.1
14,2021-12-07,17.0,57,450,373,0.0,887,64,1018,373,25.0,1638824400.0,54,2.6
17,2021-12-08,16.9,57,450,374,0.0,885,66,1017,373,24.5,1638910800.0,59,3.1
27,2021-12-09,16.9,57,451,374,0.0,884,67,1016,372,23.9,1638997200.0,42,3.7
41,2021-12-10,17.5,57,451,374,18.0,884,68,1016,367,24.6,1639083600.0,49,3.5
76,2021-12-11,16.9,57,451,375,3.0,885,69,1017,165,23.5,1639170000.0,49,4.1
27,2021-12-12,16.4,57,451,375,0.0,886,68,1018,374,23.4,1639256400.0,53,4.0
38,2021-12-13,17.2,57,452,375,1.0,885,71,1018,352,23.1,1639342800.0,50,4.1
49,2021-12-14,17.5,57,452,375,0.5,884,72,1017,343,23.2,1639429200.0,49,3.9
39,2021-12-15,17.4,57,452,375,1.5,884,73,1016,357,22.8,1639515600.0,57,3.4
46,2021-12-16,17.6,57,452,376,0.5,885,72,1017,363,23.5,1639602000.0,47,4.0
30,2021-12-17,15.5,57,453,376,15.0,883,60,1015,372,24.9,1639688400.0,143,2.1
57,2021-12-18,17.3,57,453,376,4.5,881,73,1013,331,23.0,1639774800.0,236,2.2
92,2021-12-19,15.0,57,453,376,1.0,881,78,1015,140,19.0,1639861200.0,184,2.0
95,2021-12-20,14.7,57,453,376,0.5,883,78,1017,118,18.7,1639947600.0,93,2.4
94,2021-12-21,15.7,57,453,376,0.5,884,78,1017,160,19.8,1640034000.0,63,3.2
87,2021-12-22,17.7,57,453,376,3.5,880,70,1012,176,24.0,1640120400.0,158,3.3
77,2021-12-23,16.4,57,453,376,0.5,881,61,1011,279,25.3,1640206800.0,228,2.4
90,2021-12-24,18.9,57,453,376,14.0,881,74,1013,118,24.0,1640293200.0,192,1.8
72,2021-12-25,19.3,57,454,376,12.0,882,80,1014,323,23.2,1640379600.0,215,2.0
72,2021-12-26,17.8,57,454,376,3.0,884,79,1017,304,22.0,1640466000.0,149,2.0
78,2021-12-27,17.9,57,454,376,12.5,884,79,1017,283,22.0,1640552400.0,71,3.1
91,2021-12-28,18.8,57,454,376,0.5,883,76,1015,165,23.7,1640638800.0,74,3.4
63,2021-12-29,18.6,57,454,376,7.8,882,73,1014,348,24.3,1640725200.0,70,2.2
60,2021-12-30,19.0,57,454,376,2.5,882,74,1013,332,24.2,1640811600.0,98,1.7
31,2022-01-01,16.7,57,453,376,6.0,882,63,1013,372,25.4,1640984400.0,185,1.9
23,2022-01-02,16.1,57,453,376,0.0,882,65,1013,374,24.1,1641070800.0,209,1.8
38,2022-01-03,16.1,57,453,375,0.0,881,68,1013,373,23.3,1641157200.0,137,1.6
60,2022-01-04,18.0,57,453,375,19.8,882,76,1015,337,22.8,1641243600.0,77,1.9
67,2022-01-05,19.4,57,453,375,19.8,882,80,1014,291,23.1,1641330000.0,100,1.8
64,2022-01-06,19.4,57,453,375,11.3,882,80,1014,334,23.2,1641416400.0,144,1.7
66,2022-01-07,18.9,57,453,375,18.3,882,80,1015,338,22.7,1641502800.0,79,2.0
65,2022-01-08,18.4,57,452,374,14.3,883,79,1015,329,22.6,1641589200.0,71,2.7
88,2022-01-09,17.5,57,452,374,3.5,883,75,1015,250,22.5,1641675600.0,76,3.2
89,2022-01-10,17.9,57,452,374,2.8,883,79,1015,246,21.8,1641762000.0,83,3.3
83,2022-01-11,19.3,57,451,373,10.3,882,85,1015,244,22.0,1641848400.0,86,2.6
99,2022-01-12,20.0,57,451,373,17.5,882,81,1013,114,23.7,1641934800.0,90,1.5
93,2022-01-13,20.4,57,451,373,7.5,881,80,1012,215,24.3,1642021200.0,210,1.5
86,2022-01-14,19.9,57,450,372,3.0,879,81,1011,211,23.6,1642107600.0,219,2.3
88,2022-01-15,19.2,57,450,372,31.8,879,85,1011,211,21.9,1642194000.0,133,1.8
85,2022-01-16,19.2,57,450,371,42.0,879,85,1011,242,21.9,1642280400.0,123,1.4
56,2022-01-17,18.5,57,449,371,6.3,879,83,1011,343,21.7,1642366800.0,188,1.5
72,2022-01-18,17.5,57,449,370,1.0,880,78,1012,320,21.7,1642453200.0,162,1.3
74,2022-01-19,16.6,57,448,370,0.0,880,74,1012,315,21.9,1642539600.0,176,1.8
