clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,Temp Min (°C),min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
72,2022-04-08,19.4,44,355,258,120,919,887,26.3,1649415600,6.1,61,2.4,1649426400,19.3,1649448000,66.3,66.3,884,final,86,1017,0,,227,1055,8512,6183,5457,22.1,1649365200,61,6.8,1.8
61,2022-04-09,17.9,44,353,256,120,917,882,24.4,1649505600,5.8,76,3.2,1649498400,18.9,1649462400,6.3,6.3,884,final,82,1017,0,,239,1051,8484,6138,5725,21.3,1649451600,76,8.4,2.5
62,2022-04-10,17.1,44,352,254,120,916,878,24.4,1649581200,6.6,84,4.0,1649581200,18.1,1649556000,0.0,0.0,885,final,82,1019,0,,227,1046,8455,6093,5456,20.5,1649538000,84,10.4,2.9
65,2022-04-11,16.7,43,351,252,119,914,873,24.1,1649674800,5.8,81,5.2,1649671200,17.8,1649707200,0.0,0.0,887,final,80,1021,0,,238,1042,8426,6048,5706,20.5,1649624400,81,13.6,3.5
91,2022-04-12,17.5,43,350,250,119,912,868,23.7,1649761200,4.3,74,4.8,1649746800,17.8,1649721600,4.0,4.0,885,final,85,1019,0,,151,1038,8397,6003,3635,20.1,1649710800,74,13.2,3.5
75,2022-04-13,17.3,43,349,248,119,911,863,23.7,1649847600,4.6,49,5.6,1649836800,17.8,1649815200,0.0,0.0,883,final,84,1017,0,,213,1034,8367,5959,5101,20.3,1649797200,49,13.6,3.9
65,2022-04-14,18.0,43,347,246,118,909,858,24.4,1649934000,5.5,46,5.2,1649919600,18.1,1649901600,0.0,0.0,884,final,84,1017,0,,221,1030,8338,5914,5298,21.0,1649883600,46,12.4,3.5
84,2022-04-15,18.4,43,346,245,118,908,853,24.4,1650020400,5.0,44,4.8,1650006000,18.9,1650042000,1.3,1.3,885,final,84,1019,0,,155,1025,8308,5870,3726,21.3,1649970000,44,11.6,3.3
67,2022-04-16,18.6,43,345,243,118,906,848,25.2,1650106800,4.3,46,4.0,1650088800,18.9,1650139200,0.0,0.0,885,final,85,1018,0,,199,1021,8278,5826,4778,21.5,1650056400,46,9.2,2.6
55,2022-04-17,17.6,42,344,241,117,904,843,25.6,1650193200,6.4,56,2.8,1650200400,18.1,1650160800,0.0,0.0,883,final,82,1016,0,,235,1017,8248,5782,5639,21.1,1650142800,56,8.0,2.1
73,2022-04-18,17.5,42,342,239,117,903,839,25.9,1650290400,5.3,48,4.0,1650290400,17.4,1650240000,0.0,0.0,882,final,81,1015,0,,184,1013,8218,5738,4408,21.1,1650229200,48,10.4,2.8
55,2022-04-19,18.3,42,341,237,117,901,834,26.7,1650366000,6.7,62,2.4,1650373200,18.1,1650387600,12.8,12.8,883,final,82,1016,0,,227,1009,8188,5694,5449,21.9,1650315600,62,6.8,1.9
50,2022-04-20,18.3,42,340,235,117,899,829,25.6,1650452400,5.2,121,2.8,1650456000,18.5,1650412800,0.0,0.0,884,final,83,1017,0,,221,1004,8158,5651,5303,21.4,1650402000,121,6.8,1.7
81,2022-04-21,18.0,42,339,234,116,898,824,24.4,1650538800,4.5,85,3.6,1650528000,18.1,1650499200,3.5,3.5,884,final,85,1018,0,,145,1000,8127,5608,3479,20.6,1650488400,85,10.0,2.5
82,2022-04-22,18.4,41,337,232,116,896,819,24.1,1650618000,4.8,65,4.4,1650614400,18.5,1650592800,3.5,3.5,884,final,86,1017,0,,181,996,8097,5565,4347,20.8,1650574800,65,12.0,3.3
99,2022-04-23,18.6,41,336,230,116,894,815,23.7,1650704400,2.4,61,4.4,1650693600,19.3,1650733200,3.8,3.8,885,final,86,1018,0,,69,992,8066,5523,1664,21.1,1650661200,61,12.4,3.5
98,2022-04-24,17.6,41,335,228,115,893,810,23.0,1650790800,2.5,58,4.8,1650780000,17.8,1650830400,12.5,12.5,884,final,86,1018,0,,63,987,8035,5481,1523,20.0,1650747600,58,12.8,3.5
89,2022-04-25,16.9,41,334,227,115,891,805,24.4,1650877200,3.0,47,6.0,1650877200,17.0,1650852000,0.0,0.0,883,final,82,1016,0,,123,983,8005,5439,2964,20.1,1650834000,47,14.8,3.7
83,2022-04-26,17.2,41,332,225,115,889,800,25.9,1650963600,3.8,45,4.8,1650974400,17.8,1650938400,4.0,4.0,880,final,79,1013,0,,149,979,7974,5398,3575,21.2,1650920400,45,12.0,3.0
83,2022-04-27,17.6,41,331,223,114,888,796,22.2,1651057200,3.8,191,5.2,1651046400,15.2,1651089600,39.3,39.3,879,final,91,1012,0,,141,975,7943,5356,3378,19.3,1651006800,191,14.0,3.5
66,2022-04-28,13.6,40,330,221,114,886,791,20.0,1651143600,3.7,170,3.2,1651143600,13.7,1651111200,0.0,0.0,883,final,84,1018,0,,167,971,7913,5316,4011,16.4,1651093200,170,8.4,2.1
48,2022-04-29,12.7,40,328,220,114,885,786,20.7,1651230000,4.9,91,3.6,1651219200,12.6,1651190400,0.0,0.0,883,final,82,1019,0,,199,967,7882,5276,4778,16.0,1651179600,91,9.6,2.3
36,2022-04-30,13.2,40,327,218,114,883,782,23.7,1651309200,6.0,139,2.0,1651320000,11.5,1651276800,0.0,0.0,882,final,78,1016,0,,202,962,7851,5236,4848,17.5,1651266000,139,6.0,1.7
30,2022-05-01,13.9,40,326,217,113,881,777,23.3,1651402800,5.5,248,3.2,1651395600,14.1,1651435200,0.0,0.0,883,final,77,1017,0,,211,958,7821,5196,5068,18.3,1651352400,248,9.6,1.9
73,2022-05-02,14.5,40,325,215,113,880,773,21.1,1651482000,3.0,214,2.4,1651496400,15.2,1651456800,0.0,0.0,885,final,84,1020,0,,139,954,7791,5157,3342,17.4,1651438800,214,7.2,1.6
72,2022-05-03,14.6,40,323,213,113,878,769,21.9,1651575600,3.1,115,2.0,1651575600,15.2,1651536000,0.0,0.0,886,final,82,1021,0,,156,950,7760,5119,3755,17.8,1651525200,115,6.0,1.5
36,2022-05-04,13.7,39,322,212,112,877,764,21.9,1651662000,5.6,69,4.0,1651647600,13.7,1651694400,0.0,0.0,887,final,81,1023,0,,211,946,7730,5081,5064,17.3,1651611600,69,11.2,2.6
62,2022-05-05,15.0,39,321,210,112,875,760,21.5,1651752000,3.6,64,5.2,1651737600,13.7,1651708800,0.0,0.0,887,final,85,1023,0,,170,942,7700,5044,4079,17.6,1651698000,64,13.6,3.1
85,2022-05-06,17.6,39,320,209,112,873,756,22.2,1651834800,2.7,63,3.2,1651834800,16.7,1651802400,7.0,7.0,886,final,91,1020,0,,106,938,7670,5007,2541,19.1,1651784400,63,8.8,2.6
80,2022-05-07,18.1,39,318,207,112,872,751,23.0,1651914000,3.4,56,2.8,1651906800,17.4,1651953600,16.5,16.5,884,final,91,1018,0,,134,934,7641,4971,3222,19.6,1651870800,56,8.4,2.1
53,2022-05-08,17.3,39,317,206,111,870,747,25.2,1652007600,5.5,135,2.0,1652011200,17.0,1651975200,9.3,9.3,883,final,87,1017,0,,197,930,7611,4935,4730,19.7,1651957200,135,6.0,1.4
40,2022-05-09,16.8,39,316,204,111,869,743,24.8,1652094000,4.8,185,2.0,1652097600,16.3,1652054400,1.3,1.3,881,final,85,1014,0,,197,927,7582,4900,4724,19.6,1652043600,185,7.6,1.2
47,2022-05-10,14.2,38,315,203,111,867,739,21.9,1652180400,5.6,259,5.2,1652173200,14.8,1652212800,0.8,0.8,879,final,81,1013,0,,194,923,7554,4865,4661,17.8,1652130000,259,13.2,2.7
49,2022-05-11,13.3,38,314,201,110,866,735,20.7,1652266800,4.0,213,2.4,1652277600,13.7,1652234400,0.0,0.0,882,final,81,1017,0,,165,919,7525,4831,3966,16.7,1652216400,213,7.2,1.6
43,2022-05-12,13.6,38,312,200,110,864,731,22.2,1652353200,5.1,103,2.0,1652364000,12.6,1652320800,0.0,0.0,885,final,83,1020,0,,192,915,7497,4798,4614,16.8,1652302800,103,6.0,1.3
38,2022-05-13,13.6,38,311,199,110,863,727,21.9,1652439600,5.8,66,2.0,1652446800,14.1,1652396400,0.0,0.0,885,final,82,1021,0,,197,912,7469,4765,4738,17.0,1652389200,66,6.8,1.7
43,2022-05-14,12.9,38,310,197,110,862,724,23.0,1652526000,6.0,77,2.4,1652533200,13.3,1652558400,0.0,0.0,886,final,79,1021,0,,194,908,7442,4733,4649,16.9,1652475600,77,7.2,1.8
52,2022-05-15,13.3,38,309,196,109,860,720,21.9,1652605200,5.4,94,2.0,1652616000,13.3,1652580000,0.0,0.0,887,final,81,1023,0,,190,905,7415,4702,4557,16.9,1652562000,94,6.0,1.7
66,2022-05-16,14.5,38,308,195,109,859,716,20.4,1652698800,3.3,91,3.2,1652691600,13.7,1652666400,2.5,2.5,889,final,89,1025,0,,160,901,7389,4671,3847,16.4,1652648400,91,9.6,2.2
50,2022-05-17,12.9,37,307,193,109,857,713,20.7,1652778000,4.7,85,4.0,1652785200,13.3,1652817600,0.0,0.0,888,final,81,1025,0,,186,898,7363,4641,4464,16.6,1652734800,85,11.2,2.7
66,2022-05-18,13.8,37,306,192,109,856,709,21.1,1652864400,3.1,68,4.0,1652868000,13.3,1652832000,0.0,0.0,887,final,84,1023,0,,157,894,7337,4612,3769,16.7,1652821200,68,10.8,2.7
43,2022-05-19,13.2,37,305,191,108,855,706,21.5,1652950800,4.3,61,4.0,1652947200,13.7,1652979600,0.0,0.0,886,final,82,1022,0,,183,891,7312,4583,4388,16.5,1652907600,61,10.8,2.6
23,2022-05-20,13.1,37,304,190,108,854,703,22.2,1653044400,5.8,72,2.8,1653001200,13.0,1653012000,0.0,0.0,886,final,81,1021,0,,190,888,7288,4556,4550,16.7,1652994000,72,8.0,2.1
44,2022-05-21,13.0,37,303,189,108,852,699,22.6,1653134400,5.4,87,2.8,1653120000,13.0,1653152400,0.0,0.0,885,final,80,1021,0,,179,885,7264,4528,4304,16.7,1653080400,87,8.0,2.0
20,2022-05-22,11.2,37,302,188,108,851,696,23.3,1653220800,5.5,97,1.6,1653224400,11.5,1653177600,0.0,0.0,884,final,75,1019,0,,187,882,7241,4502,4499,16.4,1653166800,97,5.6,1.5
43,2022-05-23,14.4,37,301,187,108,850,693,23.3,1653303600,5.3,71,4.0,1653307200,12.6,1653271200,0.0,0.0,883,final,85,1017,0,,185,879,7218,4477,4429,17.4,1653253200,71,10.8,2.6
29,2022-05-24,15.1,37,300,185,107,849,690,24.8,1653372000,5.7,87,2.8,1653400800,15.2,1653422400,0.0,0.0,883,final,80,1017,0,,183,876,7196,4452,4391,19.0,1653339600,87,8.0,2.2
25,2022-05-25,14.4,36,299,184,107,848,687,24.8,1653476400,5.3,123,1.6,1653490800,14.1,1653447600,0.0,0.0,884,final,78,1018,0,,184,873,7175,4428,4407,18.7,1653426000,123,4.8,1.4
38,2022-05-26,14.8,36,298,184,107,846,685,24.8,1653562800,5.4,195,2.0,1653562800,13.7,1653530400,0.0,0.0,884,final,80,1018,0,,181,871,7154,4405,4352,18.7,1653512400,195,6.4,1.3
50,2022-05-27,13.9,36,297,183,107,845,682,21.5,1653649200,4.4,225,3.2,1653656400,13.7,1653620400,0.0,0.0,885,final,84,1020,0,,175,868,7134,4382,4207,16.9,1653598800,225,8.8,1.9
42,2022-05-28,11.4,36,296,182,107,844,679,20.0,1653735600,3.9,130,2.4,1653721200,12.6,1653768000,0.0,0.0,886,final,79,1022,0,,175,865,7114,4360,4212,15.5,1653685200,130,6.8,1.6
61,2022-05-29,12.2,36,296,181,106,843,677,19.3,1653822000,2.9,53,5.2,1653804000,11.5,1653854400,0.0,0.0,886,final,84,1023,0,,144,863,7096,4340,3446,15.1,1653771600,53,13.2,3.2
22,2022-05-30,11.9,36,295,180,106,842,675,23.0,1653908400,5.4,104,2.8,1653894000,12.2,1653940800,0.0,0.0,886,final,77,1022,0,,179,861,7078,4320,4308,16.5,1653858000,104,7.6,1.9
22,2022-05-31,11.4,36,294,179,106,841,672,21.1,1653994800,5.2,88,2.4,1653980400,11.1,1654027200,0.0,0.0,884,final,79,1020,0,,178,858,7060,4300,4281,15.3,1653944400,88,7.2,1.7
24,2022-06-01,10.2,36,293,178,106,841,670,22.2,1654081200,5.5,204,2.8,1654077600,10.4,1654048800,0.0,0.0,883,final,71,1018,0,,178,856,7044,4282,4270,16.1,1654030800,204,8.0,2.0
64,2022-06-02,11.7,36,293,178,106,840,668,18.9,1654160400,2.5,218,3.2,1654171200,11.1,1654200000,0.8,0.8,886,final,84,1023,0,,109,854,7028,4265,2619,14.6,1654117200,218,8.4,2.0
54,2022-06-03,12.4,36,292,177,106,839,666,19.6,1654246800,2.9,119,4.0,1654279200,12.6,1654286400,0.0,0.0,889,final,84,1026,0,,147,852,7013,4248,3529,15.4,1654203600,119,10.8,2.2
70,2022-06-04,13.2,35,292,176,106,838,664,20.0,1654333200,2.8,86,4.0,1654340400,12.2,1654354800,1.5,1.5,888,final,85,1025,0,,112,850,6999,4232,2698,15.9,1654290000,86,10.8,2.7
80,2022-06-05,14.7,35,291,176,105,837,662,19.3,1654419600,2.4,69,4.0,1654387200,14.4,1654459200,5.0,5.0,886,final,89,1022,0,,89,848,6985,4217,2129,16.5,1654376400,69,10.4,2.5
79,2022-06-06,14.5,35,291,175,105,837,661,19.6,1654513200,3.1,100,3.2,1654531200,14.1,1654545600,4.5,4.5,887,final,90,1023,0,,143,847,6973,4203,3437,16.2,1654462800,100,9.2,2.0
78,2022-06-07,13.9,35,290,175,105,836,659,20.0,1654599600,2.4,104,2.0,1654560000,14.8,1654632000,0.0,0.0,887,final,85,1023,0,,109,845,6961,4190,2624,16.7,1654549200,104,6.0,1.5
94,2022-06-08,14.3,35,290,174,105,835,658,18.5,1654689600,1.9,143,2.4,1654678800,14.1,1654718400,1.5,1.5,886,final,90,1022,0,,56,844,6950,4178,1355,16.1,1654635600,143,6.0,1.4
54,2022-06-09,11.9,35,289,174,105,835,656,19.3,1654772400,2.4,84,3.2,1654761600,12.2,1654804800,0.0,0.0,886,final,82,1022,0,,138,843,6939,4166,3305,15.1,1654722000,84,8.8,2.0
26,2022-06-10,11.5,35,289,173,105,834,655,21.9,1654858800,4.5,114,2.0,1654866000,10.7,1654826400,0.0,0.0,885,final,80,1022,0,,173,841,6930,4156,4141,15.5,1654808400,114,6.8,1.6
70,2022-06-11,13.4,35,288,173,105,834,654,20.7,1654945200,3.6,96,2.4,1654948800,12.6,1654977600,0.0,0.0,887,final,86,1024,0,,147,840,6921,4146,3537,16.0,1654894800,96,6.8,1.8
59,2022-06-12,13.1,35,288,172,105,833,653,19.3,1655031600,3.6,73,4.0,1655020800,12.6,1655064000,0.0,0.0,888,final,85,1024,0,,161,839,6913,4137,3856,15.8,1654981200,73,10.4,2.7
23,2022-06-13,10.9,35,288,172,105,833,652,19.3,1655110800,4.9,58,4.4,1655103600,10.7,1655150400,0.0,0.0,886,final,80,1023,0,,172,838,6906,4129,4128,14.6,1655067600,58,11.2,2.8
52,2022-06-14,12.4,35,288,172,105,832,651,19.3,1655208000,2.1,61,4.4,1655208000,11.9,1655236800,0.3,0.3,885,final,83,1021,0,,111,838,6900,4122,2665,15.3,1655154000,61,10.8,2.4
44,2022-06-15,14.1,35,287,172,104,832,650,21.5,1655283600,4.1,66,4.4,1655301600,13.7,1655323200,4.8,4.8,883,final,84,1019,0,,165,837,6895,4116,3962,17.1,1655240400,66,11.6,2.7
40,2022-06-16,12.5,35,287,171,104,832,650,23.3,1655370000,4.3,218,4.0,1655373600,13.7,1655409600,0.0,0.0,882,final,75,1016,0,,170,836,6891,4111,4071,17.7,1655326800,218,10.8,2.4
25,2022-06-17,9.4,35,287,171,104,831,649,17.4,1655463600,4.4,237,3.2,1655474400,11.1,1655496000,0.0,0.0,883,final,76,1019,0,,170,836,6887,4107,4081,13.9,1655413200,237,9.6,2.2
10,2022-06-18,7.7,35,287,171,104,831,649,18.9,1655542800,4.7,185,1.6,1655571600,8.1,1655582400,0.0,0.0,883,final,70,1020,0,,171,835,6884,4104,4101,13.2,1655499600,185,5.2,1.0
52,2022-06-19,10.6,35,287,171,104,831,648,19.6,1655636400,3.3,95,2.8,1655658000,9.6,1655668800,0.0,0.0,886,final,82,1023,0,,157,835,6882,4101,3769,13.9,1655586000,95,7.6,1.8
62,2022-06-20,12.1,35,287,171,104,831,648,18.9,1655722800,3.0,60,3.2,1655730000,12.6,1655755200,0.0,0.0,888,final,84,1025,0,,145,835,6882,4100,3473,15.0,1655672400,60,9.2,2.2
42,2022-06-21,10.7,35,287,171,104,831,648,19.6,1655809200,4.4,110,2.4,1655802000,10.0,1655841600,0.0,0.0,886,final,81,1023,0,,164,835,6881,4099,3936,14.3,1655758800,110,7.2,1.7
73,2022-06-22,10.9,35,287,171,104,831,648,16.7,1655888400,1.8,135,2.0,1655884800,9.6,1655852400,1.0,1.0,886,final,88,1023,0,,60,835,6882,4099,1447,13.1,1655845200,135,6.4,1.5
59,2022-06-23,9.9,35,287,171,104,831,648,16.7,1655982000,2.1,94,4.4,1655960400,9.6,1656014400,0.0,0.0,888,final,84,1025,0,,111,835,6884,4101,2663,12.8,1655931600,94,11.2,2.7
29,2022-06-24,10.2,35,287,171,104,831,649,18.5,1656061200,4.0,56,4.8,1656050400,10.4,1656100800,0.0,0.0,888,final,80,1025,0,,169,836,6886,4103,4054,13.8,1656018000,56,12.8,3.2
26,2022-06-25,9.9,35,287,171,104,831,649,20.4,1656154800,4.5,144,2.4,1656158400,9.6,1656126000,0.0,0.0,886,final,78,1024,0,,169,836,6890,4106,4047,14.1,1656104400,144,7.2,1.7
45,2022-06-26,10.5,35,287,171,104,831,649,19.6,1656234000,4.5,192,2.8,1656244800,10.4,1656273600,0.0,0.0,888,final,78,1025,0,,152,837,6894,4110,3657,14.5,1656190800,192,7.6,1.7
63,2022-06-27,10.4,35,287,171,104,831,650,17.0,1656320400,2.0,154,2.8,1656352800,8.9,1656360000,0.0,0.0,891,final,83,1029,0,,95,837,6899,4115,2292,13.4,1656277200,154,7.6,1.6
15,2022-06-28,7.9,35,288,172,104,831,651,18.1,1656414000,5.0,112,3.6,1656403200,8.1,1656446400,0.0,0.0,892,final,77,1031,0,,172,838,6905,4120,4119,12.3,1656363600,112,10.8,2.2
55,2022-06-29,9.9,35,288,172,104,831,652,17.4,1656493200,2.8,86,3.6,1656486000,9.3,1656532800,0.0,0.0,890,final,85,1028,0,,115,839,6912,4127,2769,12.6,1656450000,86,9.6,2.4
69,2022-06-30,11.2,35,288,172,105,832,652,18.1,1656590400,2.5,65,3.6,1656579600,10.4,1656619200,0.0,0.0,889,final,85,1027,0,,111,840,6920,4135,2665,13.9,1656536400,65,9.6,2.2
63,2022-07-01,12.0,35,289,173,105,832,654,18.5,1656666000,3.6,78,3.6,1656666000,12.2,1656705600,0.0,0.0,891,final,85,1028,0,,137,841,6928,4143,3283,14.7,1656622800,78,10.0,2.6
44,2022-07-02,11.1,35,289,173,105,832,655,17.8,1656752400,3.9,71,4.8,1656738000,11.1,1656792000,0.0,0.0,891,final,83,1028,0,,166,842,6937,4152,3983,14.1,1656709200,71,12.8,3.4
34,2022-07-03,11.2,35,289,173,105,833,656,19.3,1656846000,4.5,52,4.0,1656828000,10.7,1656878400,0.0,0.0,890,final,82,1027,0,,172,843,6947,4163,4134,14.5,1656795600,52,10.8,2.7
17,2022-07-04,11.1,35,290,174,105,833,657,20.7,1656925200,5.2,72,4.0,1656921600,9.3,1656900000,0.0,0.0,889,final,80,1026,0,,174,845,6958,4174,4172,14.9,1656882000,72,10.4,2.5
53,2022-07-05,13.1,35,290,174,105,834,659,20.0,1657022400,3.1,64,3.6,1657011600,11.9,1657044000,0.0,0.0,887,final,86,1024,0,,136,846,6970,4186,3261,15.6,1656968400,64,9.2,2.3
25,2022-07-06,10.9,35,291,175,105,834,660,22.6,1657108800,5.4,110,2.0,1657112400,11.1,1657130400,0.0,0.0,887,final,77,1023,0,,174,848,6982,4198,4184,15.6,1657054800,110,5.6,1.6
28,2022-07-07,11.8,35,291,176,105,835,662,21.5,1657191600,5.0,84,2.4,1657191600,11.5,1657224000,0.0,0.0,889,final,81,1025,0,,174,849,6995,4212,4180,15.4,1657141200,84,7.2,1.9
38,2022-07-08,11.7,35,292,176,105,835,664,19.3,1657278000,5.0,68,5.2,1657274400,10.7,1657310400,0.0,0.0,890,final,82,1028,0,,170,851,7009,4227,4091,15.1,1657227600,68,13.2,3.2
55,2022-07-09,11.6,36,293,177,105,836,665,18.9,1657357200,3.5,66,5.2,1657353600,12.2,1657386000,0.0,0.0,891,final,82,1028,0,,162,853,7024,4242,3886,14.9,1657314000,66,13.2,3.5
61,2022-07-10,11.7,36,293,177,105,837,667,19.3,1657454400,4.2,57,5.2,1657443600,12.2,1657483200,0.0,0.0,890,final,81,1027,0,,170,855,7039,4258,4085,15.2,1657400400,57,14.4,3.6
42,2022-07-11,11.9,36,294,178,106,837,669,19.6,1657537200,4.6,55,4.8,1657486800,11.9,1657569600,0.0,0.0,890,final,82,1027,0,,172,857,7055,4275,4133,15.2,1657486800,55,12.4,3.1
21,2022-07-12,11.5,36,295,179,106,838,671,21.1,1657623600,4.5,96,2.8,1657620000,10.7,1657656000,0.0,0.0,890,final,80,1027,0,,178,859,7072,4293,4274,15.3,1657573200,96,8.0,1.9
63,2022-07-13,12.3,36,295,180,106,839,674,20.0,1657710000,3.0,67,4.4,1657717200,11.9,1657742400,0.0,0.0,888,final,84,1025,0,,149,861,7089,4312,3581,15.2,1657659600,67,11.6,2.8
46,2022-07-14,11.3,36,296,180,106,840,676,21.5,1657796400,4.8,85,3.2,1657803600,12.6,1657764000,0.0,0.0,885,final,76,1021,0,,177,863,7107,4332,4243,16.0,1657746000,85,8.4,2.1
48,2022-07-15,11.3,36,297,181,106,841,678,21.1,1657882800,5.1,83,2.4,1657890000,11.1,1657915200,0.0,0.0,886,final,78,1022,0,,175,866,7125,4352,4206,15.8,1657832400,83,6.8,1.9
78,2022-07-16,12.6,36,298,182,106,841,681,19.3,1657962000,2.7,86,3.6,1658001600,13.3,1657940400,0.0,0.0,888,final,84,1024,0,,128,868,7144,4373,3082,15.4,1657918800,86,10.4,2.5
73,2022-07-17,12.5,36,298,183,107,842,684,18.1,1658048400,3.5,84,5.2,1658044800,13.3,1658088000,1.0,1.0,890,final,85,1027,0,,161,871,7164,4395,3876,15.2,1658005200,84,13.2,3.2
82,2022-07-18,12.9,36,299,184,107,843,686,18.5,1658142000,2.9,77,6.0,1658127600,13.3,1658174400,3.5,3.5,891,final,85,1028,0,,138,873,7184,4418,3305,15.4,1658091600,77,14.8,3.8
62,2022-07-19,11.9,37,300,185,107,844,689,18.9,1658228400,3.6,65,6.0,1658217600,13.0,1658260800,0.0,0.0,891,final,81,1028,0,,167,876,7205,4441,4009,15.3,1658178000,65,15.6,4.2
37,2022-07-20,11.6,37,301,186,107,845,692,19.6,1658314800,4.4,52,5.6,1658264400,11.9,1658282400,0.0,0.0,890,final,79,1027,0,,184,879,7226,4465,4410,15.5,1658264400,52,14.0,3.6
36,2022-07-21,12.1,37,302,187,107,846,695,19.3,1658404800,3.9,48,5.6,1658390400,12.2,1658433600,0.0,0.0,889,final,81,1025,0,,176,882,7248,4490,4222,15.5,1658350800,48,14.0,3.3
42,2022-07-22,11.2,37,303,188,107,847,698,19.6,1658480400,4.1,69,4.0,1658491200,10.7,1658520000,0.0,0.0,888,final,82,1025,0,,178,884,7270,4516,4262,14.7,1658437200,69,10.4,2.6
59,2022-07-23,12.2,37,304,189,108,848,701,19.6,1658574000,3.5,49,5.2,1658574000,12.6,1658541600,0.0,0.0,887,final,82,1023,0,,163,887,7293,4542,3917,15.5,1658523600,49,12.8,3.2
26,2022-07-24,12.0,37,305,190,108,849,704,23.0,1658664000,5.8,117,2.4,1658667600,12.6,1658628000,0.0,0.0,885,final,76,1021,0,,187,890,7316,4569,4495,16.8,1658610000,117,6.8,1.7
38,2022-07-25,12.4,37,306,192,108,851,707,22.6,1658746800,5.5,110,2.0,1658754000,12.6,1658779200,0.0,0.0,885,final,77,1021,0,,188,893,7339,4597,4513,17.0,1658696400,110,6.8,1.6
64,2022-07-26,12.8,37,307,193,108,852,711,21.1,1658833200,4.5,171,2.0,1658840400,13.7,1658804400,0.0,0.0,885,final,79,1021,0,,173,896,7363,4626,4146,16.8,1658782800,171,6.0,1.0
73,2022-07-27,13.1,37,308,194,109,853,714,21.1,1658919600,3.2,133,2.0,1658926800,14.4,1658952000,0.0,0.0,884,final,81,1019,0,,152,900,7387,4655,3656,16.6,1658869200,133,6.0,1.1
89,2022-07-28,14.0,38,309,195,109,854,717,19.6,1658998800,2.4,124,2.4,1659009600,14.4,1659038400,1.5,1.5,885,final,87,1021,0,,104,903,7411,4685,2495,16.3,1658955600,124,6.8,1.5
76,2022-07-29,13.6,38,310,196,109,855,721,19.3,1659085200,3.2,83,3.6,1659081600,14.1,1659124800,1.0,1.0,886,final,86,1022,0,,140,906,7436,4715,3357,16.0,1659042000,83,10.0,2.5
64,2022-07-30,13.4,38,311,198,109,857,725,21.5,1659178800,4.6,50,4.8,1659182400,13.7,1659146400,0.5,0.5,886,final,82,1022,0,,185,909,7461,4746,4437,16.6,1659128400,50,12.4,3.0
45,2022-07-31,13.4,38,312,199,109,858,728,23.0,1659265200,5.5,99,2.4,1659272400,14.4,1659297600,0.0,0.0,886,final,78,1021,0,,196,913,7487,4778,4696,17.7,1659214800,99,7.2,1.8
41,2022-08-01,12.9,38,313,200,110,859,732,22.6,1659355200,5.9,170,3.2,1659355200,13.0,1659319200,0.0,0.0,887,final,79,1023,0,,198,916,7512,4810,4751,17.0,1659301200,170,8.8,1.9
77,2022-08-02,12.7,38,314,202,110,860,736,20.0,1659438000,3.0,121,2.8,1659427200,13.3,1659470400,0.0,0.0,888,final,82,1025,0,,140,920,7538,4843,3349,15.9,1659387600,121,8.0,2.2
76,2022-08-03,11.7,38,315,203,110,862,740,18.9,1659517200,3.2,61,3.2,1659510000,12.2,1659481200,0.0,0.0,887,final,82,1024,0,,149,923,7564,4877,3578,14.9,1659474000,61,8.0,2.4
69,2022-08-04,12.7,39,316,205,110,863,743,20.0,1659614400,3.9,52,4.0,1659618000,11.9,1659643200,0.0,0.0,887,final,84,1023,0,,178,927,7591,4911,4266,15.7,1659560400,52,10.8,2.8
43,2022-08-05,12.4,39,317,206,111,864,747,22.2,1659690000,5.4,112,2.4,1659704400,13.3,1659729600,0.0,0.0,886,final,76,1021,0,,202,930,7617,4945,4849,17.1,1659646800,112,7.6,1.9
32,2022-08-06,11.7,39,318,208,111,866,751,21.9,1659772800,5.8,166,2.0,1659794400,11.5,1659816000,0.0,0.0,885,final,76,1020,0,,207,934,7644,4980,4956,16.4,1659733200,166,6.4,1.2
43,2022-08-07,12.1,39,320,209,111,867,756,23.0,1659873600,6.3,139,2.0,1659877200,13.0,1659902400,0.0,0.0,885,final,76,1021,0,,206,937,7671,5016,4955,17.0,1659819600,139,6.0,1.3
57,2022-08-08,12.9,39,321,210,111,868,760,22.2,1659956400,4.0,72,3.6,1659960000,14.1,1659927600,0.0,0.0,887,final,77,1023,0,,195,941,7697,5052,4669,17.2,1659906000,72,9.6,2.4
48,2022-08-09,12.5,39,322,212,112,870,764,21.1,1660035600,5.1,61,4.8,1660039200,12.6,1659996000,0.0,0.0,888,final,79,1024,0,,204,945,7724,5088,4888,16.4,1659992400,61,12.8,3.3
80,2022-08-10,13.2,40,323,214,112,871,768,17.8,1660129200,3.6,62,5.6,1660122000,13.0,1660161600,5.0,5.0,889,final,86,1025,0,,138,948,7752,5125,3317,15.6,1660078800,62,13.2,3.9
