clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,Temp Min (°C),min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
69,2019-01-01,18.8,57,453,376,135,998,1123,27.0,1546293600,7.7,52,4.0,1546290000,20.0,1546308000,1.0,1.0,886,final,79,1019,0,,319,1379,10882,9019,7647,22.7,1546290000,52,10.4,3.2
76,2019-01-02,19.0,57,453,376,135,998,1123,28.9,1546426800,5.6,54,4.0,1546394400,19.6,1546394400,8.3,8.3,884,final,79,1017,0,,223,1379,10880,9015,5345,23.2,1546376400,54,10.0,2.5
74,2019-01-03,19.7,57,453,375,135,998,1123,27.8,1546502400,6.3,164,1.6,1546545600,20.0,1546473600,11.0,11.0,883,final,82,1015,0,,222,1378,10877,9011,5319,23.0,1546462800,164,6.8,1.2
94,2019-01-04,19.7,57,453,375,135,998,1122,28.9,1546599600,4.9,187,2.4,1546632000,20.0,1546567200,9.8,9.8,883,final,77,1014,0,,157,1378,10873,9007,3767,24.3,1546549200,187,8.0,1.5
77,2019-01-05,18.9,57,453,375,135,998,1122,28.9,1546678800,6.2,191,2.0,1546689600,20.7,1546653600,6.0,6.0,882,final,72,1014,0,,247,1377,10869,9002,5924,24.6,1546635600,191,7.6,1.0
66,2019-01-06,20.0,57,453,375,135,998,1122,30.0,1546772400,10.5,128,2.4,1546804800,20.7,1546740000,45.0,45.0,881,final,79,1012,0,,321,1377,10865,8996,7703,24.0,1546722000,128,7.6,1.4
98,2019-01-07,20.2,57,453,375,135,998,1122,25.9,1546858800,4.1,94,2.0,1546851600,20.4,1546826400,42.8,42.8,880,final,88,1012,0,,93,1376,10860,8990,2222,22.4,1546808400,94,6.4,1.4
93,2019-01-08,20.9,57,452,374,135,998,1122,28.9,1546977600,4.5,165,2.0,1546977600,20.4,1546894800,21.5,21.5,879,final,84,1010,0,,138,1375,10855,8983,3310,23.9,1546894800,165,8.8,1.6
84,2019-01-09,21.4,57,452,374,135,998,1122,28.1,1546981200,5.7,219,2.0,1546995600,21.1,1547060400,26.0,26.0,880,final,86,1011,0,,207,1375,10849,8976,4962,24.0,1546981200,219,7.2,1.1
94,2019-01-10,21.2,57,452,374,135,998,1121,28.9,1547067600,7.3,173,2.0,1547067600,20.7,1547085600,43.0,43.0,880,final,89,1012,0,,163,1374,10842,8968,3910,23.3,1547067600,173,7.2,1.1
98,2019-01-11,21.4,57,451,373,135,998,1121,24.8,1547186400,4.3,109,2.0,1547193600,21.1,1547172000,35.0,35.0,880,final,92,1012,0,,104,1373,10835,8960,2489,22.9,1547154000,109,6.0,1.5
100,2019-01-12,21.0,57,451,373,135,998,1121,27.8,1547323200,4.2,105,2.0,1547323200,21.1,1547258400,15.5,15.5,881,final,88,1013,0,,92,1372,10828,8951,2203,23.2,1547240400,105,6.8,1.6
81,2019-01-13,20.7,57,451,373,135,998,1121,27.4,1547330400,9.9,54,5.2,1547330400,20.7,1547409600,15.3,15.3,883,final,84,1015,0,,309,1371,10820,8942,7412,23.8,1547326800,54,12.8,2.8
96,2019-01-14,20.4,57,450,372,135,997,1120,27.8,1547467200,6.1,51,4.4,1547431200,20.7,1547431200,3.3,3.3,885,final,83,1017,0,,169,1370,10811,8932,4047,23.7,1547413200,51,11.6,2.9
92,2019-01-15,19.6,57,450,372,134,997,1120,27.8,1547542800,4.2,50,4.4,1547582400,20.4,1547510400,2.3,2.3,885,final,79,1017,0,,154,1369,10802,8921,3698,23.7,1547499600,50,10.8,2.9
61,2019-01-16,19.7,57,450,371,134,997,1119,30.0,1547636400,10.7,84,4.0,1547668800,20.4,1547604000,15.8,15.8,884,final,77,1015,0,,343,1367,10793,8910,8227,24.3,1547586000,84,10.4,2.1
76,2019-01-17,19.9,57,449,371,134,997,1119,29.6,1547712000,9.5,147,2.0,1547712000,20.4,1547690400,25.8,25.8,882,final,80,1013,0,,266,1366,10782,8899,6388,23.9,1547672400,147,7.6,1.5
98,2019-01-18,20.9,57,449,370,134,997,1118,27.8,1547798400,4.2,169,2.0,1547776800,20.7,1547776800,15.3,15.3,881,final,86,1012,0,,115,1365,10772,8887,2757,23.5,1547758800,169,7.6,1.3
95,2019-01-19,21.0,57,448,370,134,996,1118,28.1,1547924400,4.1,179,2.0,1547928000,20.4,1547863200,19.3,19.3,880,final,86,1012,0,,145,1363,10761,8874,3485,23.8,1547845200,179,8.0,1.2
98,2019-01-20,21.1,57,448,369,134,996,1117,27.8,1547974800,4.2,148,1.6,1547985600,20.7,1547949600,17.3,17.3,880,final,90,1012,0,,105,1362,10749,8861,2519,22.9,1547931600,148,7.6,1.2
100,2019-01-21,21.4,57,447,369,134,996,1117,25.2,1548050400,3.9,71,4.4,1548061200,21.5,1548082800,8.0,8.0,882,final,91,1014,0,,64,1360,10737,8847,1548,23.0,1548018000,71,12.0,2.8
99,2019-01-22,20.4,57,447,368,134,996,1116,24.8,1548158400,4.1,62,6.0,1548187200,21.5,1548126000,9.8,9.8,880,final,87,1012,0,,86,1358,10724,8833,2057,22.6,1548104400,62,16.0,4.6
100,2019-01-23,21.1,57,446,367,134,995,1115,25.2,1548241200,3.9,53,3.2,1548234000,20.7,1548266400,39.0,39.0,879,final,92,1011,0,,62,1357,10711,8817,1481,22.5,1548190800,53,10.4,2.2
99,2019-01-24,20.3,56,446,367,134,995,1114,26.7,1548327600,4.0,67,4.4,1548338400,20.7,1548277200,11.8,11.8,878,final,84,1009,0,,94,1355,10697,8802,2251,23.2,1548277200,67,15.6,3.4
100,2019-01-25,20.4,56,445,366,134,995,1114,27.8,1548442800,3.9,269,6.8,1548446400,21.1,1548381600,19.3,19.3,877,final,82,1008,0,,93,1353,10682,8786,2231,23.9,1548363600,269,20.4,4.2
98,2019-01-26,18.8,56,444,365,134,994,1113,26.3,1548500400,4.0,224,3.6,1548450000,18.5,1548532800,2.0,2.0,880,final,81,1012,0,,105,1351,10667,8769,2529,22.5,1548450000,224,10.0,2.4
69,2019-01-27,17.7,56,444,365,134,994,1112,25.9,1548586800,7.3,152,2.8,1548619200,18.1,1548554400,1.5,1.5,881,final,82,1014,0,,308,1349,10652,8752,7403,21.1,1548536400,152,8.0,1.5
86,2019-01-28,16.7,56,443,364,134,994,1111,21.9,1548666000,6.5,100,3.6,1548655200,17.0,1548640800,2.5,2.5,883,final,84,1017,0,,205,1347,10636,8734,4916,19.5,1548622800,100,10.0,2.6
83,2019-01-29,15.8,56,442,363,134,993,1110,23.0,1548752400,4.0,83,4.0,1548792000,16.3,1548727200,0.0,0.0,884,final,81,1018,0,,146,1345,10619,8715,3498,19.3,1548709200,83,9.2,3.0
72,2019-01-30,16.3,56,442,362,134,993,1109,24.4,1548849600,5.3,71,3.6,1548878400,16.7,1548813600,0.0,0.0,884,final,79,1017,0,,243,1343,10602,8696,5842,20.4,1548795600,71,9.2,2.7
65,2019-01-31,17.9,56,441,361,134,992,1108,25.9,1548936000,9.3,64,3.6,1548932400,17.4,1548900000,1.0,1.0,884,final,81,1017,0,,309,1341,10585,8676,7416,21.5,1548882000,64,9.2,2.5
66,2019-02-01,19.0,56,440,361,134,992,1106,26.3,1549018800,8.0,65,2.8,1549029600,18.9,1548986400,2.5,2.5,884,final,83,1017,0,,319,1338,10566,8656,7649,22.1,1548968400,65,7.6,2.1
64,2019-02-02,18.0,56,439,360,133,991,1105,26.3,1549105200,7.0,71,2.8,1549108800,18.5,1549072800,0.0,0.0,883,final,80,1015,0,,318,1336,10548,8634,7624,21.8,1549054800,71,7.6,2.3
69,2019-02-03,17.2,56,439,359,133,991,1104,25.6,1549195200,6.6,74,2.4,1549159200,17.4,1549159200,5.0,5.0,881,final,80,1014,0,,263,1333,10528,8613,6302,21.0,1549141200,74,6.8,1.9
41,2019-02-04,18.6,55,438,358,133,990,1102,26.7,1549270800,8.3,101,2.4,1549278000,18.1,1549245600,3.0,3.0,882,final,80,1014,0,,342,1331,10509,8591,8206,22.3,1549227600,101,7.2,1.8
42,2019-02-05,20.4,55,437,357,133,990,1101,28.5,1549364400,9.2,75,2.0,1549396800,19.6,1549332000,1.0,1.0,883,final,81,1015,0,,338,1328,10488,8568,8101,24.0,1549314000,75,6.0,1.5
40,2019-02-06,19.7,55,436,356,133,989,1100,30.4,1549450800,9.9,181,3.2,1549454400,21.1,1549418400,0.0,0.0,881,final,76,1012,0,,349,1326,10467,8544,8385,24.8,1549400400,181,8.8,1.6
57,2019-02-07,19.3,55,435,355,133,989,1098,27.4,1549537200,6.6,235,3.2,1549569600,19.3,1549569600,0.5,0.5,880,final,80,1011,0,,303,1323,10445,8520,7263,23.2,1549486800,235,8.8,2.0
85,2019-02-08,16.4,55,434,354,133,988,1096,24.4,1549623600,4.7,155,2.8,1549609200,16.7,1549656000,0.0,0.0,881,final,81,1014,0,,169,1320,10423,8495,4059,20.0,1549573200,155,8.0,2.3
63,2019-02-09,15.4,55,433,353,133,988,1095,24.1,1549713600,5.4,67,3.2,1549706400,15.9,1549677600,0.0,0.0,881,final,78,1015,0,,212,1317,10401,8470,5079,19.4,1549659600,67,7.6,2.4
61,2019-02-10,17.0,55,432,352,133,987,1093,25.6,1549796400,6.1,65,2.8,1549778400,16.3,1549756800,0.0,0.0,882,final,80,1015,0,,284,1314,10377,8444,6813,20.7,1549746000,65,7.2,2.0
58,2019-02-11,18.5,55,431,351,133,986,1091,28.9,1549882800,7.5,122,2.8,1549850400,18.1,1549850400,2.3,2.3,882,final,77,1014,0,,324,1311,10353,8417,7778,23.1,1549832400,122,7.2,2.0
71,2019-02-12,20.0,55,430,350,132,986,1090,28.5,1549972800,8.6,108,2.8,1549962000,20.4,1549936800,3.8,3.8,883,final,80,1015,0,,313,1308,10329,8390,7502,23.8,1549918800,108,8.0,1.8
50,2019-02-13,20.0,54,429,348,132,985,1088,29.3,1550055600,10.0,120,2.4,1550070000,20.4,1550023200,10.0,10.0,885,final,80,1017,0,,337,1305,10304,8362,8098,24.1,1550005200,120,6.4,1.6
63,2019-02-14,18.4,54,428,347,132,984,1086,30.4,1550142000,8.8,181,4.0,1550152800,19.6,1550167200,0.0,0.0,884,final,73,1016,0,,240,1302,10278,8334,5748,24.3,1550091600,181,10.0,1.7
44,2019-02-15,18.6,54,427,346,132,984,1084,27.0,1550232000,9.2,192,1.6,1550199600,19.6,1550199600,1.5,1.5,883,final,76,1015,0,,338,1298,10252,8305,8101,23.2,1550178000,192,6.4,1.0
67,2019-02-16,19.8,54,426,345,132,983,1081,27.0,1550314800,8.1,61,3.2,1550314800,20.4,1550282400,2.5,2.5,883,final,83,1016,0,,305,1295,10225,8275,7320,23.0,1550264400,61,8.4,2.2
63,2019-02-17,20.0,54,425,344,132,982,1079,29.6,1550401200,9.5,46,4.8,1550401200,20.0,1550361600,2.0,2.0,883,final,79,1015,0,,318,1292,10198,8245,7640,24.2,1550350800,46,12.0,2.8
99,2019-02-18,19.8,54,424,342,132,981,1077,30.0,1550487600,3.7,140,2.4,1550480400,20.7,1550455200,8.8,8.8,880,final,80,1011,0,,84,1288,10169,8214,2008,24.0,1550437200,140,8.0,1.8
100,2019-02-19,20.3,54,423,341,132,980,1075,26.3,1550574000,3.7,184,3.2,1550606400,20.4,1550541600,23.5,23.5,878,final,88,1009,0,,78,1285,10141,8183,1867,22.5,1550523600,184,11.6,1.5
96,2019-02-20,20.3,53,421,340,131,980,1072,27.0,1550660400,4.1,273,5.2,1550646000,21.1,1550620800,18.5,18.5,879,final,84,1010,0,,123,1281,10111,8151,2946,23.3,1550610000,273,16.0,2.7
75,2019-02-21,20.2,53,420,338,131,979,1070,25.6,1550750400,6.0,223,2.4,1550707200,19.6,1550707200,4.5,4.5,882,final,87,1014,0,,216,1277,10081,8118,5189,22.5,1550696400,223,8.8,1.4
76,2019-02-22,18.9,53,419,337,131,978,1067,25.6,1550826000,5.5,167,2.0,1550865600,19.3,1550865600,1.5,1.5,882,final,83,1015,0,,254,1273,10051,8085,6099,22.1,1550782800,167,6.8,1.3
70,2019-02-23,18.9,53,417,335,131,977,1065,25.9,1550912400,7.9,76,2.8,1550912400,18.9,1550887200,4.5,4.5,880,final,84,1013,0,,272,1269,10019,8052,6536,21.9,1550869200,76,6.8,1.8
66,2019-02-24,20.1,53,416,334,131,976,1062,27.4,1550998800,7.5,76,2.4,1551009600,19.3,1550973600,13.3,13.3,880,final,87,1012,0,,265,1265,9987,8017,6352,22.5,1550955600,76,6.4,1.6
77,2019-02-25,20.5,53,415,333,131,975,1060,28.5,1551096000,7.5,66,2.8,1551060000,20.0,1551060000,33.5,33.5,880,final,87,1012,0,,257,1261,9955,7983,6166,22.9,1551042000,66,7.6,2.0
74,2019-02-26,20.6,52,413,331,130,974,1057,28.5,1551204000,9.3,47,4.8,1551211200,20.4,1551142800,7.8,7.8,881,final,83,1013,0,,279,1257,9922,7947,6699,23.9,1551128400,47,12.4,2.9
84,2019-02-27,20.9,52,412,330,130,973,1054,28.1,1551268800,6.1,66,3.6,1551297600,21.1,1551232800,10.3,10.3,882,final,84,1014,0,,214,1253,9888,7912,5148,24.1,1551214800,66,11.2,2.1
98,2019-02-28,21.6,52,411,328,130,972,1051,28.1,1551351600,3.9,61,4.4,1551355200,21.5,1551319200,5.0,5.0,882,final,86,1014,0,,109,1249,9853,7875,2607,24.1,1551301200,61,11.2,2.2
93,2019-03-01,20.0,52,408,325,130,970,1045,28.9,1551438000,3.6,75,2.4,1551438000,20.4,1551405600,0.0,0.0,884,final,78,1015,0,,128,1240,9781,7801,3067,24.5,1551387600,75,8.4,2.0
90,2019-03-02,20.2,51,406,323,130,969,1042,28.9,1551524400,5.3,51,4.0,1551556800,21.1,1551495600,4.0,4.0,884,final,80,1015,0,,193,1235,9745,7763,4625,24.1,1551474000,51,10.8,2.4
79,2019-03-03,20.4,51,404,322,129,968,1039,29.6,1551610800,7.9,100,4.0,1551610800,20.7,1551643200,19.5,19.5,883,final,83,1014,0,,269,1231,9707,7725,6454,23.8,1551560400,100,10.0,1.8
78,2019-03-04,20.7,51,403,320,129,967,1035,27.8,1551697200,8.3,129,2.0,1551729600,20.4,1551657600,21.5,21.5,881,final,87,1013,0,,251,1226,9669,7686,6033,23.1,1551646800,129,6.8,1.1
46,2019-03-05,20.4,51,401,319,129,966,1032,27.8,1551787200,7.7,133,2.4,1551787200,20.0,1551751200,0.0,0.0,882,final,84,1014,0,,297,1221,9630,7647,7125,23.4,1551733200,133,7.2,1.2
49,2019-03-06,19.2,51,400,317,129,965,1029,26.3,1551862800,7.0,123,3.2,1551852000,18.9,1551837600,1.0,1.0,883,final,82,1015,0,,293,1216,9591,7607,7038,22.6,1551819600,123,8.8,1.9
53,2019-03-07,18.7,50,398,315,129,964,1025,25.9,1551956400,6.9,115,2.8,1551924000,17.8,1551924000,6.0,6.0,880,final,86,1013,0,,254,1211,9551,7567,6106,21.2,1551906000,115,8.4,1.7
45,2019-03-08,17.8,50,396,314,128,963,1022,26.7,1552042800,7.3,112,2.0,1552028400,17.4,1552010400,0.0,0.0,880,final,80,1012,0,,300,1206,9510,7527,7203,21.8,1551992400,112,6.0,1.5
63,2019-03-09,18.1,50,395,312,128,961,1018,26.7,1552122000,6.8,91,2.0,1552132800,18.9,1552089600,0.0,0.0,881,final,79,1013,0,,282,1201,9468,7486,6766,22.2,1552078800,91,5.6,1.5
90,2019-03-10,18.2,50,393,310,128,960,1015,27.0,1552215600,3.4,78,2.4,1552204800,18.5,1552248000,0.0,0.0,882,final,79,1014,0,,150,1196,9426,7445,3596,22.4,1552165200,78,6.4,1.9
91,2019-03-11,17.1,50,391,308,128,959,1011,26.7,1552302000,3.3,82,2.4,1552269600,17.4,1552269600,1.0,1.0,882,final,77,1014,0,,92,1190,9384,7403,2196,21.6,1552251600,82,6.8,1.8
90,2019-03-12,18.6,49,389,307,127,958,1007,25.6,1552388400,4.0,72,2.8,1552392000,17.8,1552356000,1.0,1.0,882,final,82,1015,0,,143,1185,9341,7362,3426,21.9,1552338000,72,7.6,2.0
85,2019-03-13,18.7,49,387,305,127,957,1003,24.4,1552467600,5.2,86,3.2,1552485600,18.9,1552507200,2.5,2.5,884,final,85,1017,0,,184,1179,9297,7320,4417,21.4,1552424400,86,8.0,2.2
52,2019-03-14,17.0,49,386,303,127,955,999,25.9,1552561200,6.5,79,2.8,1552572000,17.8,1552528800,0.0,0.0,884,final,77,1017,0,,280,1174,9254,7277,6720,21.4,1552510800,79,7.6,1.9
56,2019-03-15,16.6,49,384,301,127,954,995,26.3,1552680000,6.2,109,2.0,1552680000,18.1,1552615200,0.0,0.0,883,final,75,1016,0,,260,1168,9211,7235,6243,21.5,1552597200,109,6.0,1.5
31,2019-03-16,16.2,48,382,300,126,953,991,27.4,1552708800,9.3,110,1.6,1552712400,16.3,1552766400,0.0,0.0,882,final,74,1014,0,,294,1162,9168,7192,7064,21.6,1552683600,110,5.2,1.3
92,2019-03-17,17.5,48,380,298,126,951,987,28.9,1552820400,3.4,136,2.0,1552852800,18.5,1552788000,0.0,0.0,882,final,73,1014,0,,127,1156,9127,7149,3049,23.1,1552770000,136,6.4,1.7
98,2019-03-18,19.0,48,379,296,126,950,983,29.3,1552899600,3.1,154,2.4,1552910400,20.0,1552874400,0.5,0.5,883,final,75,1015,0,,73,1150,9087,7107,1761,24.0,1552856400,154,6.8,1.7
86,2019-03-19,19.3,48,377,294,126,949,979,28.1,1552993200,3.6,91,2.0,1552960800,20.4,1552960800,3.3,3.3,882,final,79,1014,0,,129,1143,9050,7064,3102,23.4,1552942800,91,6.8,1.4
91,2019-03-20,19.4,47,376,293,126,947,975,29.6,1553079600,4.1,132,2.0,1553112000,19.6,1553050800,15.3,15.3,882,final,80,1013,0,,161,1137,9017,7021,3858,23.5,1553029200,132,6.4,1.3
97,2019-03-21,20.0,47,375,291,125,946,971,28.1,1553194800,3.7,115,2.4,1553194800,20.0,1553133600,5.0,5.0,882,final,84,1014,0,,98,1130,8988,6978,2347,23.0,1553115600,115,7.2,1.1
91,2019-03-22,19.7,47,373,289,125,945,966,25.9,1553252400,4.6,86,2.0,1553245200,19.6,1553220000,19.8,19.8,883,final,89,1016,0,,131,1125,8962,6935,3150,21.7,1553202000,86,6.4,1.4
72,2019-03-23,18.9,47,372,287,125,943,962,25.2,1553342400,6.5,85,2.8,1553299200,19.6,1553299200,3.0,3.0,884,final,85,1016,0,,249,1120,8936,6892,5969,21.6,1553288400,85,8.0,2.0
85,2019-03-24,19.3,46,371,285,124,942,958,25.6,1553382000,4.5,86,3.2,1553425200,19.3,1553396400,6.0,6.0,882,final,86,1015,0,,186,1116,8910,6849,4471,21.9,1553374800,86,8.8,2.1
56,2019-03-25,19.4,46,370,284,124,940,953,28.1,1553511600,7.3,90,2.0,1553515200,18.5,1553479200,0.0,0.0,880,final,83,1012,0,,268,1111,8885,6805,6421,22.6,1553461200,90,6.8,1.3
60,2019-03-26,20.5,46,369,282,124,939,949,28.9,1553598000,6.5,193,2.4,1553605200,20.0,1553565600,20.5,20.5,881,final,83,1012,0,,255,1107,8860,6762,6128,23.7,1553547600,193,7.2,1.4
54,2019-03-27,19.6,46,368,280,124,937,944,27.0,1553644800,6.8,178,2.4,1553716800,18.9,1553716800,1.5,1.5,884,final,85,1016,0,,267,1102,8835,6718,6412,22.6,1553634000,178,7.6,1.4
78,2019-03-28,19.0,46,367,278,123,936,939,24.8,1553774400,5.4,109,2.8,1553763600,18.9,1553738400,3.5,3.5,884,final,86,1018,0,,204,1099,8810,6674,4891,21.6,1553720400,109,8.4,2.2
78,2019-03-29,18.9,46,366,276,123,935,935,26.3,1553857200,6.3,99,2.8,1553889600,18.9,1553817600,62.0,62.0,882,final,83,1015,0,,222,1095,8784,6630,5339,22.1,1553806800,99,7.6,1.7
50,2019-03-30,18.3,45,365,274,123,933,930,28.1,1553936400,6.8,208,3.2,1553947200,18.9,1553904000,0.0,0.0,881,final,77,1013,0,,267,1091,8758,6586,6396,22.8,1553893200,208,9.2,1.8
42,2019-03-31,15.5,45,364,273,123,931,926,25.6,1554033600,6.6,235,2.8,1553997600,16.7,1553997600,0.0,0.0,880,final,76,1014,0,,261,1087,8732,6541,6266,20.3,1553979600,235,8.4,1.6
33,2019-04-01,15.8,45,363,271,122,930,921,27.8,1554116400,6.8,177,2.4,1554127200,15.2,1554084000,0.0,0.0,881,final,73,1014,0,,265,1083,8705,6497,6370,21.3,1554066000,177,7.6,1.5
46,2019-04-02,17.5,45,362,269,122,928,916,28.5,1554202800,7.3,159,2.0,1554159600,17.4,1554170400,0.0,0.0,883,final,77,1015,0,,263,1079,8678,6452,6308,22.4,1554152400,159,6.4,1.2
55,2019-04-03,18.5,45,360,267,122,927,911,27.0,1554285600,5.8,101,2.0,1554300000,17.8,1554260400,0.0,0.0,882,final,82,1015,0,,251,1075,8651,6407,6018,22.0,1554238800,101,5.2,1.3
59,2019-04-04,18.6,45,359,265,121,925,907,28.1,1554375600,6.9,73,2.8,1554357600,18.9,1554343200,1.0,1.0,883,final,79,1015,0,,258,1071,8624,6363,6200,22.7,1554325200,73,8.4,2.1
84,2019-04-05,19.6,44,358,263,121,924,902,27.4,1554454800,3.0,61,2.4,1554465600,20.0,1554429600,3.3,3.3,885,final,83,1018,0,,109,1067,8596,6318,2614,22.9,1554411600,61,7.2,2.1
68,2019-04-06,19.7,44,357,261,121,922,897,27.0,1554541200,6.1,59,3.2,1554541200,20.0,1554580800,1.5,1.5,886,final,84,1019,0,,228,1063,8568,6273,5479,22.8,1554498000,59,8.8,2.5
68,2019-04-07,18.8,44,356,259,120,921,892,25.9,1554638400,5.0,60,4.0,1554638400,19.3,1554602400,0.0,0.0,886,final,82,1019,0,,217,1059,8540,6228,5201,22.2,1554584400,60,10.0,2.7
36,2019-04-08,16.9,44,355,258,120,919,887,28.1,1554721200,8.4,69,2.0,1554688800,17.4,1554688800,0.0,0.0,884,final,75,1017,0,,256,1055,8512,6183,6152,22.2,1554670800,69,6.8,1.8
54,2019-04-09,17.7,44,353,256,120,917,882,28.1,1554807600,6.0,66,3.6,1554807600,16.7,1554764400,0.0,0.0,883,final,77,1015,0,,218,1051,8484,6138,5239,22.3,1554757200,66,9.2,2.3
43,2019-04-10,17.3,44,352,254,120,916,878,28.1,1554894000,7.7,97,2.4,1554904800,17.8,1554861600,0.0,0.0,883,final,74,1015,0,,252,1046,8455,6093,6047,22.7,1554843600,97,6.0,1.6
63,2019-04-11,18.4,43,351,252,119,914,873,27.8,1554980400,6.7,133,1.6,1554991200,18.5,1554948000,26.5,26.5,883,final,80,1015,0,,231,1042,8426,6048,5542,22.4,1554930000,133,5.6,1.0
64,2019-04-12,19.2,43,350,250,119,912,868,26.7,1555066800,5.9,163,1.6,1555034400,18.9,1555034400,10.3,10.3,881,final,85,1013,0,,212,1038,8397,6003,5093,22.0,1555016400,163,6.8,1.2
86,2019-04-13,18.3,43,349,248,119,911,863,27.8,1555153200,2.7,203,2.4,1555167600,18.1,1555120800,0.0,0.0,881,final,82,1014,0,,113,1034,8367,5959,2713,22.0,1555102800,203,7.6,1.3
52,2019-04-14,18.8,43,347,246,118,909,858,28.1,1555243200,6.7,160,1.6,1555272000,19.3,1555207200,1.3,1.3,883,final,80,1015,0,,237,1030,8338,5914,5698,22.7,1555189200,160,7.2,1.2
50,2019-04-15,19.4,43,346,245,118,908,853,28.1,1555351200,7.2,96,2.0,1555344000,20.4,1555286400,8.0,8.0,883,final,79,1015,0,,240,1025,8308,5870,5756,23.4,1555275600,96,6.8,1.5
41,2019-04-16,19.9,43,345,243,118,906,848,30.0,1555416000,7.1,200,2.4,1555362000,20.0,1555380000,3.5,3.5,883,final,79,1015,0,,224,1021,8278,5826,5375,24.2,1555362000,200,7.2,1.5
57,2019-04-17,19.2,42,344,241,117,904,843,26.7,1555491600,6.2,182,1.6,1555502400,19.6,1555466400,4.0,4.0,885,final,82,1017,0,,226,1017,8248,5782,5419,22.6,1555448400,182,7.2,1.3
80,2019-04-18,18.6,42,342,239,117,903,839,25.2,1555578000,4.8,147,2.4,1555617600,18.9,1555552800,5.5,5.5,887,final,85,1020,0,,152,1013,8218,5738,3649,21.4,1555534800,147,6.8,1.4
80,2019-04-19,17.8,42,341,237,117,901,834,23.3,1555664400,4.3,145,3.6,1555704000,17.4,1555632000,14.0,14.0,886,final,85,1020,0,,185,1009,8188,5694,4435,20.4,1555621200,145,10.0,2.4
72,2019-04-20,17.7,42,340,235,117,899,829,24.4,1555758000,4.6,108,4.0,1555772400,17.0,1555790400,6.0,6.0,885,final,86,1019,0,,206,1004,8158,5651,4937,20.3,1555707600,108,11.6,2.8
81,2019-04-21,17.5,42,339,234,116,898,824,22.2,1555837200,2.6,85,3.2,1555844400,18.1,1555812000,3.0,3.0,882,final,87,1016,0,,117,1000,8127,5608,2817,19.7,1555794000,85,8.8,2.0
54,2019-04-22,17.3,41,337,232,116,896,819,27.4,1555934400,6.9,103,1.6,1555945200,18.1,1555920000,0.0,0.0,882,final,78,1014,0,,226,996,8097,5565,5415,21.8,1555880400,103,5.2,1.4
68,2019-04-23,18.6,41,336,230,116,894,815,25.9,1556017200,4.3,83,2.8,1556017200,19.6,1555984800,1.0,1.0,883,final,82,1016,0,,204,992,8066,5523,4886,21.9,1555966800,83,7.6,1.9
79,2019-04-24,19.3,41,335,228,115,893,810,25.2,1556103600,4.1,89,3.6,1556071200,19.3,1556071200,12.0,12.0,885,final,87,1018,0,,173,987,8035,5481,4156,21.6,1556053200,89,10.0,2.5
87,2019-04-25,19.3,41,334,227,115,891,805,23.7,1556190000,3.0,82,3.6,1556190000,19.3,1556157600,34.8,34.8,884,final,89,1017,0,,108,983,8005,5439,2581,21.2,1556139600,82,9.6,2.2
72,2019-04-26,17.9,41,332,225,115,889,800,23.7,1556269200,4.6,61,4.8,1556280000,18.5,1556244000,31.0,31.0,883,final,85,1017,0,,184,979,7974,5398,4426,20.7,1556226000,61,12.4,2.7
52,2019-04-27,18.3,41,331,223,114,888,796,26.3,1556355600,5.4,210,3.2,1556319600,18.1,1556330400,1.8,1.8,882,final,83,1015,0,,213,975,7943,5356,5103,21.5,1556312400,210,9.2,1.7
43,2019-04-28,16.0,40,330,221,114,886,791,23.7,1556442000,6.2,206,2.8,1556481600,16.7,1556416800,0.0,0.0,884,final,81,1018,0,,218,971,7913,5316,5235,19.7,1556398800,206,8.4,1.8
39,2019-04-29,14.3,40,328,220,114,885,786,21.9,1556528400,5.9,104,3.2,1556535600,15.2,1556568000,0.0,0.0,887,final,80,1023,0,,216,967,7882,5276,5194,18.2,1556485200,104,9.6,2.3
52,2019-04-30,14.1,40,327,218,114,883,782,21.9,1556614800,5.1,72,4.4,1556625600,15.2,1556589600,0.0,0.0,887,final,78,1023,0,,203,962,7851,5236,4881,18.2,1556571600,72,11.6,3.2
55,2019-05-01,14.5,40,326,217,113,881,777,21.9,1556708400,3.4,56,4.8,1556701200,14.8,1556676000,0.0,0.0,886,final,81,1021,0,,164,958,7821,5196,3943,18.0,1556658000,56,12.0,3.2
62,2019-05-02,16.1,40,325,215,113,880,773,23.0,1556798400,4.1,63,4.4,1556762400,15.9,1556762400,0.0,0.0,887,final,83,1021,0,,193,954,7791,5157,4628,19.3,1556744400,63,11.2,2.8
53,2019-05-03,16.0,40,323,213,113,878,769,23.3,1556881200,4.3,49,4.8,1556913600,16.7,1556848800,0.0,0.0,887,final,82,1021,0,,190,950,7760,5119,4565,19.4,1556830800,49,12.0,3.1
